pythermalcomfort_version,cycle_time,simulation_time,dt,t_skin_mean,t_skin_head,t_skin_neck,t_skin_chest,t_skin_back,t_skin_pelvis,t_skin_left_shoulder,t_skin_left_arm,t_skin_left_hand,t_skin_right_shoulder,t_skin_right_arm,t_skin_right_hand,t_skin_left_thigh,t_skin_left_leg,t_skin_left_foot,t_skin_right_thigh,t_skin_right_leg,t_skin_right_foot,t_core_head,t_core_neck,t_core_chest,t_core_back,t_core_pelvis,t_core_left_shoulder,t_core_left_arm,t_core_left_hand,t_core_right_shoulder,t_core_right_arm,t_core_right_hand,t_core_left_thigh,t_core_left_leg,t_core_left_foot,t_core_right_thigh,t_core_right_leg,t_core_right_foot,w_mean,w_head,w_neck,w_chest,w_back,w_pelvis,w_left_shoulder,w_left_arm,w_left_hand,w_right_shoulder,w_right_arm,w_right_hand,w_left_thigh,w_left_leg,w_left_foot,w_right_thigh,w_right_leg,w_right_foot,weight_loss_by_evap_and_res,cardiac_output,q_thermogenesis_total,q_res,q_skin2env_head,q_skin2env_neck,q_skin2env_chest,q_skin2env_back,q_skin2env_pelvis,q_skin2env_left_shoulder,q_skin2env_left_arm,q_skin2env_left_hand,q_skin2env_right_shoulder,q_skin2env_right_arm,q_skin2env_right_hand,q_skin2env_left_thigh,q_skin2env_left_leg,q_skin2env_left_foot,q_skin2env_right_thigh,q_skin2env_right_leg,q_skin2env_right_foot,dt_skin_head,dt_skin_neck,dt_skin_chest,dt_skin_back,dt_skin_pelvis,dt_skin_left_shoulder,dt_skin_left_arm,dt_skin_left_hand,dt_skin_right_shoulder,dt_skin_right_arm,dt_skin_right_hand,dt_skin_left_thigh,dt_skin_left_leg,dt_skin_left_foot,dt_skin_right_thigh,dt_skin_right_leg,dt_skin_right_foot,dt_core_head,dt_core_neck,dt_core_chest,dt_core_back,dt_core_pelvis,dt_core_left_shoulder,dt_core_left_arm,dt_core_left_hand,dt_core_right_shoulder,dt_core_right_arm,dt_core_right_hand,dt_core_left_thigh,dt_core_left_leg,dt_core_left_foot,dt_core_right_thigh,dt_core_right_leg,dt_core_right_foot,sensation_overall,comfort_overall,sensation_head,sensation_neck,sensation_chest,sensation_back,sensation_pelvis,sensation_left_shoulder,sensation_left_arm,sensation_left_hand,sensation_right_shoulder,sensation_right_arm,sensation_right_hand,sensation_left_thigh,sensation_left_leg,sensation_left_foot,sensation_right_thigh,sensation_right_leg,sensation_right_foot,comfort_head,comfort_neck,comfort_chest,comfort_back,comfort_pelvis,comfort_left_shoulder,comfort_left_arm,comfort_left_hand,comfort_right_shoulder,comfort_right_arm,comfort_right_hand,comfort_left_thigh,comfort_left_leg,comfort_left_foot,comfort_right_thigh,comfort_right_leg,comfort_right_foot
2.8.4,64,1:04:00,60,32.22789103591135,33.644586424692655,33.472496658911794,32.757574071059416,31.379917056491994,34.78520741456882,31.72798303098687,31.82025875419828,32.71305172458476,31.72798303098688,31.82025875419826,32.71305172458476,31.61053607372804,31.1406130951511,31.22043454052088,31.610536073728067,31.140613095151046,31.220434540520923,36.749751860303824,36.33977628839944,36.50980636401894,36.57545843327051,36.75584442473136,35.61996247265,35.21596642631633,34.105318261950565,35.619962472650066,35.2159664263163,34.10531826195055,35.78414417722208,35.28012006468711,32.402503824127315,35.78414417722203,35.280120064687054,32.40250382412736,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.013831150656414526,277.57624060610823,107.72818149385927,11.309030897826693,13.229485330049945,3.4521319375458166,15.542706235967135,18.356216806029792,25.443405307430606,10.673799838940369,6.861215694900164,6.329934709506894,10.673799838940374,6.861215694900167,6.329934709506892,20.943404138516534,11.019461801007585,6.3792488738041495,20.943404138516573,11.019461801007571,6.379248873804171,-0.003298805949424614,-0.004356332460132251,-0.005189608767958495,-0.006753208614432241,-0.001672721192469595,-0.0066401236272231046,-0.006664993263251754,-0.005563504622177243,-0.006640123627222868,-0.006664993263251873,-0.005563504622177243,-0.006392091925621261,-0.006610514400304505,-0.005535347895423352,-0.006392091925621439,-0.006610514400304801,-0.005535347895423826,-8.040888152163936e-05,6.139851336565509e-06,-9.573656436240678e-05,-3.7418726042304226e-05,1.4509923458542554e-05,-0.00044801801135013384,-0.0005952757715004253,-0.0036992896425293983,-0.00044801801134966015,-0.0005952757715004253,-0.0036992896425293983,-0.0002900346135300917,-0.0003366137345255519,-0.0042237917915993965,-0.0002900346135305654,-0.0003366137345254335,-0.004223791791599514,-2.14,-2.06,-2.3,-3.15,-0.73,-1.33,-0.14,-2.06,-2.02,-0.65,-2.06,-2.02,-0.65,-1.59,-2.38,-1.62,-1.59,-2.38,-1.62,-1.29,-2.79,1.49,0.39,0.78,-1.63,-1.7,0.11,-1.63,-1.7,0.11,-0.4,-0.49,-1.11,-0.4,-0.49,-1.11
2.8.4,65,1:05:00,60,31.988523319159835,33.509228223376994,33.33319248032033,32.51019678765035,31.070860203737514,34.71336092281749,31.479035245303404,31.53769999643559,32.4087350250996,31.47903524530341,31.53769999643556,32.4087350250996,31.340228818369745,30.861049895186888,30.954007922741795,31.34022881836977,30.861049895186845,30.95400792274183,36.74535936335917,36.34272914858421,36.504703432492796,36.573763096109545,36.75720957486335,35.5913178601838,35.17578403911117,33.86756053506952,35.59131786018385,35.17578403911116,33.8675605350695,35.76463333417946,35.25753207702108,32.14840136650061,35.76463333417941,35.25753207702104,32.14840136650064,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.013733549297279143,278.5902046493035,110.48019121157343,11.597929888760861,13.076795856339594,3.404420453763947,15.21513904733528,17.816799157735883,25.30202224333265,10.402044777816618,6.677218175587739,6.179849164747098,10.402044777816627,6.677218175587728,6.179849164747098,20.390132276785515,10.70653358632044,6.220754797048067,20.390132276785558,10.70653358632039,6.220754797048088,-0.0026765476259821954,-0.003175001566259657,-0.004629505579159717,-0.005902159136861111,-0.001379174202506306,-0.00522026005019877,-0.005545062470325076,-0.005230657149024983,-0.005220260050198711,-0.005545062470325549,-0.005230657149024864,-0.005357000383234004,-0.005540925548159414,-0.0048632036957376576,-0.005357000383233945,-0.0055409255481600065,-0.004863203695737599,-7.320828241089336e-05,4.921433641283575e-05,-8.504885876909895e-05,-2.8255619349456158e-05,2.2752502199926045e-05,-0.00047741020777003484,-0.0006697064534192757,-0.003962628781350712,-0.0004774102077702717,-0.0006697064534190389,-0.00396262878135083,-0.0003251807173770752,-0.00037646646110047757,-0.004235040960445128,-0.0003251807173770752,-0.0003764664611002407,-0.004235040960445247,-2.02,-1.83,-2.04,-2.61,-0.92,-1.5,-0.13,-2.01,-2.05,-0.78,-2.01,-2.05,-0.78,-1.57,-2.34,-1.68,-1.57,-2.34,-1.68,-0.86,-2.03,1.15,0.09,0.81,-1.56,-1.73,-0.01,-1.56,-1.73,-0.01,-0.36,-0.48,-1.16,-0.36,-0.48,-1.16
2.8.4,66,1:06:00,60,31.781453058365287,33.393054309606214,33.231059892083685,32.29006286960555,30.801336743916337,34.64971826772369,31.279344300987876,31.294436761683023,32.10890485059754,31.279344300987884,31.294436761683027,32.10890485059751,31.112076620495024,30.62513540657373,30.70492558678483,31.11207662049502,30.625135406573705,30.704925586784853,36.74139942177206,36.34743998442292,36.50019362748568,36.57254555054966,36.75897007211988,35.561693099625685,35.13202070149158,33.617338919331274,35.56169309962572,35.13202070149157,33.61733891933124,35.743487263991774,35.233050109609074,31.898051547574376,35.74348726399173,35.23305010960903,31.898051547574408,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.01365651051545961,279.59764358656764,112.96612340174576,11.858896736606182,12.948199731135508,3.369561397215927,14.923752333614761,17.346996964023788,25.179321602668967,10.186387917013526,6.521220116316835,6.034602232488721,10.18638791701353,6.521220116316814,6.034602232488721,19.925509088766184,10.443734034274362,6.076212017769873,19.92550908876623,10.44373403427432,6.076212017769894,-0.0022559700219276853,-0.0023217363098577692,-0.0041229547234844215,-0.005150947545908006,-0.0011974415291888362,-0.004149129761391102,-0.0047093126293781635,-0.005071944991419267,-0.004149129761391161,-0.0047093126293783405,-0.005071944991419267,-0.004505120922638225,-0.004659386666070198,-0.004440443629651429,-0.004505120922638284,-0.00465938666607002,-0.004440443629651547,-6.59990264518721e-05,7.85139306451299e-05,-7.516341678529178e-05,-2.0292425998036378e-05,2.9341620942110087e-05,-0.000493746009301906,-0.0007293889603265787,-0.0041703602623041295,-0.0004937460093021428,-0.0007293889603264603,-0.004170360262304366,-0.0003524345031280518,-0.00040803279020013386,-0.00417249698210386,-0.00035243450312793335,-0.00040803279020013386,-0.00417249698210392,-1.96,-1.68,-1.87,-2.22,-1.08,-1.65,-0.13,-1.97,-2.09,-0.91,-1.97,-2.09,-0.91,-1.55,-2.32,-1.76,-1.55,-2.32,-1.76,-0.59,-1.46,0.87,-0.16,0.82,-1.51,-1.77,-0.16,-1.51,-1.77,-0.16,-0.34,-0.45,-1.25,-0.34,-0.45,-1.25
2.8.4,67,1:07:00,60,31.600918873314715,33.292576877231795,33.15602437128737,32.09424478215158,30.566377646717203,34.59293293107876,31.117941739102488,31.083426400219942,31.81119261211261,31.117941739102505,31.0834264002199,31.811192612112603,30.918762460564196,30.425287559599276,30.468817436695957,30.9187624605642,30.42528755959923,30.468817436695975,36.73786339831385,36.353288319690975,36.49622690829625,36.57174278018413,36.76104263376588,35.53166531773056,35.08538890164613,33.356571802222895,35.5316653177306,35.08538890164611,33.356571802222874,35.721088122082335,35.207075216501764,31.653559102800646,35.7210881220823,35.207075216501714,31.653559102800678,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.013595235534963328,280.5803368525196,115.23071372061021,12.096627676939718,12.83790247218607,3.344020168562914,14.664721352270629,16.93801101228891,25.070672243480576,10.013614791621233,6.387111209583747,5.8917673334699305,10.013614791621238,6.387111209583749,5.891767333469918,19.533813521235693,10.222206843821429,5.941226934144658,19.533813521235686,10.222206843821404,5.9412269341446695,-0.001936231896179663,-0.0017022098039440436,-0.0036688986340800275,-0.00449205766368627,-0.0010607109182300197,-0.003328182405258791,-0.004054387245876138,-0.004997169575034377,-0.003328182405258791,-0.004054387245875546,-0.0049971695750348506,-0.0038025366312453455,-0.0039319081435526355,-0.004151372265949386,-0.0038025366312458195,-0.003931908143552339,-0.004151372265949623,-5.893372430350041e-05,9.74722544675899e-05,-6.611198649046912e-05,-1.3379506092192627e-05,3.454269410004448e-05,-0.0005004630315854779,-0.0007771966640908327,-0.00434611861847299,-0.0005004630315853594,-0.0007771966640909511,-0.004346118618472753,-0.0003733190318239821,-0.00043291488512184155,-0.004074874079562167,-0.00037331903182386363,-0.00043291488512195995,-0.004074874079562167,-1.93,-1.69,-1.75,-1.92,-1.23,-1.77,-0.13,-1.95,-2.13,-1.05,-1.95,-2.13,-1.05,-1.53,-2.29,-1.85,-1.53,-2.29,-1.85,-0.39,-1.04,0.62,-0.37,0.83,-1.47,-1.81,-0.33,-1.47,-1.81,-0.33,-0.31,-0.4,-1.36,-0.31,-0.4,-1.36
2.8.4,68,1:08:00,60,31.442492573880376,33.205479626086436,33.1008029777822,31.92007955315579,30.361583969899314,34.54214563428252,30.986650158451525,30.899959551431632,31.514557205410522,30.986650158451532,30.899959551431568,31.514557205410505,30.75429445601929,30.255279375466145,30.24323070969876,30.75429445601928,30.255279375466127,30.243230709698775,36.73473566393896,36.35981436645208,36.49275405533734,36.57129897184125,36.76335866025418,35.50165987610107,35.03648345629269,33.086500328906375,35.50165987610112,35.03648345629269,33.086500328906354,35.69774584184236,35.17993273258491,31.415899005464144,35.69774584184232,35.179932732584874,31.415899005464173,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.013546246895517512,281.5277107726946,117.3047800967165,12.314357897632867,12.742561787375205,3.325264005255121,14.434511106855725,16.582016299505856,24.97376169091065,9.874106825810024,6.27092729028191,5.750203957950882,9.874106825810038,6.270927290281885,5.7502039579508795,19.20226097908661,10.034717642215883,5.813403631555376,19.202260979086613,10.034717642215837,5.813403631555385,-0.0016746238729069773,-0.0012505920132718747,-0.003263634790899535,-0.0039159849533188995,-0.0009464222774155928,-0.0026900426980898118,-0.003516839357718027,-0.004961870641415503,-0.002690042698089634,-0.0035168393577187968,-0.004961870641415149,-0.0032219026655138094,-0.0033307974495742224,-0.003935135834814574,-0.003221902665513691,-0.0033307974495745776,-0.0039351358348146325,-5.212890624809082e-05,0.0001087674460183763,-5.788088264845707e-05,-7.396805714658209e-06,3.860044147157756e-05,-0.0005000906938247359,-0.0008150907558905611,-0.0045011912219419985,-0.0005000906938246175,-0.0008150907558903242,-0.0045011912219419985,-0.00038903800399954963,-0.00045237473194757646,-0.003961001622275025,-0.0003890380039996681,-0.0004523747319473396,-0.003961001622275084,-1.93,-1.72,-1.66,-1.69,-1.35,-1.88,-0.13,-1.92,-2.16,-1.19,-1.92,-2.16,-1.19,-1.52,-2.27,-1.95,-1.52,-2.27,-1.95,-0.24,-0.71,0.41,-0.53,0.83,-1.44,-1.85,-0.51,-1.44,-1.85,-0.51,-0.29,-0.36,-1.47,-0.29,-0.36,-1.47
2.8.4,69,1:09:00,60,31.302671760962955,33.130026010488294,33.06010492102558,31.765169461380225,30.183087126424628,34.49669816757496,30.879245955808084,30.74075876678017,31.21861982205407,30.87924595580809,30.740758766780186,31.21861982205408,30.613753661195688,30.109989422934206,30.026727643155887,30.61375366119567,30.109989422934195,30.026727643155912,36.73199366948425,36.36668246653829,36.48972727601035,36.57116371445547,36.76586165593399,35.471988803197995,34.985814959792684,32.808042754729804,35.471988803198045,34.98581495979268,32.8080427547298,35.67371247994756,35.15188768462138,31.18547362758749,35.67371247994751,35.15188768462135,31.185473627587516,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.013506956980023814,282.43383405695283,119.21155739567536,12.514526535868251,12.659957678421742,3.3114653242803733,14.22992020272281,16.27213394058658,24.88711308600908,9.760715568509323,6.170017006299783,5.609409680048197,9.76071556850933,6.170017006299748,5.609409680048184,18.92042059439957,9.875345159809712,5.69139402890498,18.920420594399555,9.875345159809692,5.691394028904987,-0.001451620852422645,-0.000920356558419518,-0.0029027538165964373,-0.0034132279469648217,-0.000846454946603951,-0.002188193010849382,-0.0030577808131384996,-0.004943923445034789,-0.0021881930108495597,-0.0030577808131388553,-0.004943923445034967,-0.0027411334090817383,-0.0028334697355521855,-0.0037597787832866084,-0.002741133409081975,-0.002833469735551712,-0.003759778783286668,-4.569990757860391e-05,0.00011446833477026056,-5.044632211657074e-05,-2.2542897629781084e-06,4.171659466353598e-05,-0.0004945178817179634,-0.0008444749416668173,-0.0046409595696095115,-0.0004945178817179634,-0.0008444749416669357,-0.004640959569609275,-0.00040055603158002385,-0.00046741746605884297,-0.0038404229646108825,-0.00040055603158014225,-0.00046741746605872457,-0.003840422964610942,-1.96,-1.79,-1.58,-1.52,-1.46,-1.97,-0.12,-1.91,-2.19,-1.34,-1.91,-2.19,-1.34,-1.51,-2.25,-2.04,-1.51,-2.25,-2.04,-0.11,-0.46,0.23,-0.67,0.83,-1.42,-1.88,-0.69,-1.42,-1.88,-0.69,-0.28,-0.31,-1.59,-0.28,-0.31,-1.59
2.8.4,70,1:10:00,60,31.17862805549454,33.064798418737716,33.030071872379466,31.62736724932334,30.027497486020188,34.45603596397564,30.790897364852327,30.603428694878787,30.923327815977224,30.790897364852377,30.603428694878783,30.923327815977245,30.493093041941115,29.985199746223095,29.81841303120301,30.493093041941087,29.9851997462231,29.818413031203047,36.72960961422002,36.37365285942842,36.48710082110177,36.57129128981108,36.76850500014301,35.44287829537477,34.9338306748752,32.52196303594224,35.442878295374804,34.933830674875196,32.52196303594223,35.64919330841967,35.12315662134455,30.962387967042883,35.64919330841963,35.123156621344506,30.96238796704291,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.013475404785148856,283.2958841719336,120.9698662283378,12.699109331574636,12.588426785794894,3.301298251467013,14.048076636812104,16.002349545354864,24.80959527450088,9.668014819977707,6.082534285917596,5.469199299231862,9.66801481997771,6.082534285917604,5.4691992992318665,18.679755376496892,9.739233040020586,5.574404474266791,18.679755376496864,9.739233040020576,5.574404474266805,-0.0012575602599690446,-0.0006783009459437513,-0.0025818348629260985,-0.0029749473912447756,-0.000757457778459288,-0.0017900700440573421,-0.0026533464108576747,-0.004932289722607545,-0.0017900700440573421,-0.002653346410856372,-0.004932289722607072,-0.002342346580393399,-0.0024214992088656593,-0.0036083844423812294,-0.0023423465803935175,-0.002421499208865541,-0.003608384442381052,-3.973425440383001e-05,0.00011617321483541332,-4.377424847632483e-05,2.1262559267635577e-06,4.4055736816991004e-05,-0.0004851751303871055,-0.0008664047486246792,-0.004767995313126032,-0.0004851751303873423,-0.0008664047486246792,-0.00476799531312615,-0.00040865285879820114,-0.00047885105461382694,-0.0037180943424101423,-0.0004086528587979643,-0.0004788510546140638,-0.0037180943424100833,-1.98,-1.84,-1.5,-1.38,-1.56,-2.04,-0.12,-1.89,-2.21,-1.49,-1.89,-2.21,-1.49,-1.5,-2.24,-2.13,-1.5,-2.24,-2.13,0.0,-0.27,0.07,-0.79,0.83,-1.41,-1.91,-0.88,-1.41,-1.91,-0.88,-0.27,-0.26,-1.71,-0.27,-0.26,-1.71
2.8.4,71,1:11:00,60,31.068619792360387,33.00853126154248,33.00778915979608,31.50473322319433,29.89183281034119,34.41965663783218,30.71714588459208,30.486949050447237,30.639987140682166,30.717145884592146,30.486949050447215,30.639987140682177,30.38896828162919,29.877429546779762,29.617684551559663,30.388968281629154,29.87742954677978,29.617684551559698,36.72733784119207,36.38025163303564,36.484702406087,36.571503537279376,36.771196714430275,35.41450279107128,34.88109708036073,32.237950758551484,35.41450279107133,34.881097080360746,32.23795075855148,35.62434840272478,35.09391471393003,30.746588690878756,35.624348402724735,35.09391471392999,30.74658869087878,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.013450083232652,284.1684880314708,122.59571117249915,12.869786404682419,12.526612842365356,3.2937968536933635,13.886416397097962,15.767419203535667,24.740255838569,9.591801255955446,6.007129671458189,5.329543106046635,9.591801255955488,6.007129671458187,5.329543106046644,18.47325938144791,9.622390928683497,5.461937772336869,18.473259381447868,9.622390928683501,5.461937772336886,-0.001087126529176293,-0.0005005508107685112,-0.0022967035342814413,-0.002593160673407328,-0.0006777033933220859,-0.0014724765159292849,-0.0022888345316897465,-0.004921533434614093,-0.0014724765159285743,-0.0022888345316900427,-0.004921533434613916,-0.0020110103209095343,-0.002079827945185168,-0.003471910199214593,-0.0020110103209097117,-0.002079827945184931,-0.0034719101992144157,-3.7862883799159404e-05,0.0001099795601203842,-3.9973583579448287e-05,3.537457804962211e-06,4.486190478777038e-05,-0.0004729250717248353,-0.0008788932419078558,-0.004733537956512634,-0.00047292507172459844,-0.0008788932419075006,-0.004733537956512516,-0.0004140817615815232,-0.0004873651235752637,-0.0035966546027354457,-0.00041408176158164167,-0.0004873651235752637,-0.003596654602735505,-2.01,-1.89,-1.44,-1.27,-1.64,-2.09,-0.11,-1.88,-2.23,-1.63,-1.88,-2.23,-1.63,-1.5,-2.22,-2.22,-1.5,-2.22,-2.22,0.1,-0.11,-0.06,-0.87,0.84,-1.4,-1.93,-1.07,-1.4,-1.93,-1.07,-0.26,-0.22,-1.82,-0.26,-0.22,-1.82
2.8.4,72,1:12:00,60,30.970910906881556,32.96012768175096,32.99109747464533,31.3955585314639,29.77350564344316,34.38711247073041,30.654398379297163,30.387919512298556,30.375653659612386,30.65439837929721,30.387919512298524,30.375653659612386,30.29864087728321,29.783825398545893,29.424108976347384,30.298640877283162,29.783825398545904,29.424108976347412,36.72494875942339,36.386121397469616,36.482366242745485,36.57162917320267,36.77383722967529,35.386960408041126,34.828115667258665,31.965248930609846,35.38696040804118,34.828115667258686,31.965248930609846,35.5993026478407,35.06430309579197,30.53794586536695,35.59930264784066,35.06430309579192,30.537945865366986,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.013430081640746147,285.0336348908415,124.09627445882734,13.027311727526536,12.473307157383697,3.2882320210455283,13.742629951270482,15.562749150534701,24.678232872518436,9.52820755488559,5.9432167524496595,5.1957696992575535,9.528207554885645,5.943216752449647,5.1957696992575615,18.29515557466394,9.521532236984665,5.353657003587718,18.295155574663877,9.521532236984685,5.353657003587737,-0.0009377859532539409,-0.000371378543056385,-0.002043900435483496,-0.00226107792798332,-0.0006063221023908956,-0.0012291913376707578,-0.0019413274071924983,-0.004722344588250967,-0.001229191337670521,-0.0019413274071927943,-0.004722344588251145,-0.0017354126718654328,-0.0017961699907222222,-0.0033454746607224804,-0.0017354126718655512,-0.0017961699907219852,-0.0033454746607224804,-3.981802947793748e-05,9.782940723290778e-05,-3.893605569196268e-05,2.093932054947345e-06,4.400858741687349e-05,-0.0004590397171691999,-0.0008830235517011194,-0.004545030465693974,-0.0004590397171690815,-0.000883023551701001,-0.004545030465693855,-0.00041742924806792794,-0.0004935269689677094,-0.003477380425196763,-0.00041742924806792794,-0.0004935269689678278,-0.003477380425196586,-2.01,-1.93,-1.38,-1.19,-1.71,-2.12,-0.09,-1.87,-2.23,-1.77,-1.87,-2.23,-1.77,-1.49,-2.21,-2.31,-1.49,-2.21,-2.31,0.2,0.01,-0.17,-0.93,0.86,-1.39,-1.93,-1.24,-1.39,-1.93,-1.24,-0.25,-0.2,-1.93,-0.25,-0.2,-1.93
2.8.4,73,1:13:00,60,30.883593297811764,32.91865234983716,32.97846037327745,31.298343698014133,29.670275763958582,34.35801034949076,30.600377450971678,30.302373686674393,30.12766582645411,30.600377450971703,30.302373686674382,30.127665826454095,30.219862569219178,29.702039495114118,29.237346428802308,30.219862569219128,29.702039495114136,29.237346428802336,36.72242432163705,36.39125681997259,36.48004615380434,36.571625020222974,36.7763723786346,35.360286464622725,34.775185698043664,31.705166535356824,35.360286464622796,34.77518569804371,31.705166535356817,35.574159465101914,35.034437175038924,30.336291755567764,35.57415946510188,35.03443717503887,30.336291755567803,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.013414737359375654,285.8518835423464,125.48672217296907,13.173277397261133,12.427463566270415,3.2840638981092414,13.614687040372306,15.384367527857876,24.622758898928343,9.474122052967376,5.888909843465672,5.071171313466823,9.474122052967417,5.888909843465657,5.071171313466823,18.140721475140523,9.433966942442126,5.24931800117421,18.14072147514044,9.433966942442135,5.249318001174223,-0.0008067263298586388,-0.00027819475251256165,-0.0018195781955071173,-0.001972119448300506,-0.0005424027850295943,-0.0010457917549153114,-0.0016504923024780163,-0.0044055580178296696,-0.0010457917549156074,-0.0016504923024781941,-0.004405558017829847,-0.0015054567390996828,-0.001560069137231146,-0.0032262595868713124,-0.0015054567390998604,-0.0015600691372312644,-0.0032262595868714308,-4.207396310569322e-05,8.559037504956753e-05,-3.866814901911653e-05,-6.921632831335955e-08,4.225248265517697e-05,-0.00044456572364002985,-0.0008821661535833413,-0.004334706587550367,-0.000444565723639793,-0.0008821661535829862,-0.0043347065875504855,-0.00041905304564645955,-0.0004977653458841047,-0.0033609018299864363,-0.0004190530456463411,-0.0004977653458842231,-0.0033609018299863773,-2.04,-2.0,-1.33,-1.12,-1.76,-2.15,-0.07,-1.87,-2.23,-1.89,-1.87,-2.23,-1.89,-1.49,-2.21,-2.39,-1.49,-2.21,-2.39,0.28,0.11,-0.26,-0.96,0.88,-1.38,-1.94,-1.39,-1.38,-1.94,-1.39,-0.24,-0.18,-2.03,-0.24,-0.18,-2.03
2.8.4,74,1:14:00,60,30.805104532601145,32.883272172027,32.968767387975035,31.211748026710474,29.58018375617866,34.3319968063084,30.55332998758506,30.22727615831925,29.894049939080396,30.553329987585073,30.227276158319196,29.894049939080382,30.150765000146517,29.630122399936706,29.057106740998083,30.15076500014647,29.630122399936717,29.057106740998105,36.719808854337494,36.39573633040584,36.47773347363736,36.571489457671,36.77877410308234,35.33449513045936,34.7225187996055,31.457699515856298,35.33449513045944,34.72251879960556,31.457699515856287,35.54900543275236,35.00441230861796,30.141436104413692,35.549005432752324,35.0044123086179,30.141436104413728,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0134033203789373,286.63134363576035,126.78563370303182,13.30963383086398,12.388190900842208,3.2809084944178144,13.500809475549545,15.228845650229314,24.573160494068734,9.427573008218742,5.842020162416507,4.95445235857949,9.427573008218761,5.842020162416501,4.954452358579484,18.00608558125633,9.357484609062855,5.1487280954719115,18.006085581256244,9.357484609062874,5.148728095471925,-0.0006912555318966914,-0.0002106183561313202,-0.0016202472241628148,-0.0017204979914096086,-0.0004850353539940973,-0.0009003488054247555,-0.0014257637604027096,-0.004133130552637946,-0.0009003488054251108,-0.0014257637604023544,-0.004133130552638183,-0.0013129718010671829,-0.0013630983905295936,-0.0031127091257512635,-0.001312971801067242,-0.001363098390529475,-0.0031127091257512635,-4.359112165926623e-05,7.465850722082242e-05,-3.854466944967309e-05,-2.259375866249987e-06,4.0028740795724124e-05,-0.000429855569389422,-0.0008777816406360255,-0.004124450325008766,-0.0004298555693893036,-0.0008777816406357886,-0.004124450325008825,-0.00041923387249257854,-0.0005004144403494355,-0.0032475941859011924,-0.00041923387249257854,-0.0005004144403494355,-0.0032475941859012518,-2.06,-2.07,-1.28,-1.07,-1.81,-2.16,-0.05,-1.86,-2.24,-2.0,-1.86,-2.24,-2.0,-1.49,-2.2,-2.47,-1.49,-2.2,-2.47,0.35,0.18,-0.34,-0.99,0.91,-1.39,-1.95,-1.53,-1.39,-1.95,-1.53,-0.24,-0.15,-2.13,-0.24,-0.15,-2.13
