pythermalcomfort_version,cycle_time,simulation_time,dt,t_skin_mean,t_skin_head,t_skin_neck,t_skin_chest,t_skin_back,t_skin_pelvis,t_skin_left_shoulder,t_skin_left_arm,t_skin_left_hand,t_skin_right_shoulder,t_skin_right_arm,t_skin_right_hand,t_skin_left_thigh,t_skin_left_leg,t_skin_left_foot,t_skin_right_thigh,t_skin_right_leg,t_skin_right_foot,t_core_head,t_core_neck,t_core_chest,t_core_back,t_core_pelvis,t_core_left_shoulder,t_core_left_arm,t_core_left_hand,t_core_right_shoulder,t_core_right_arm,t_core_right_hand,t_core_left_thigh,t_core_left_leg,t_core_left_foot,t_core_right_thigh,t_core_right_leg,t_core_right_foot,w_mean,w_head,w_neck,w_chest,w_back,w_pelvis,w_left_shoulder,w_left_arm,w_left_hand,w_right_shoulder,w_right_arm,w_right_hand,w_left_thigh,w_left_leg,w_left_foot,w_right_thigh,w_right_leg,w_right_foot,weight_loss_by_evap_and_res,cardiac_output,q_thermogenesis_total,q_res,q_skin2env_head,q_skin2env_neck,q_skin2env_chest,q_skin2env_back,q_skin2env_pelvis,q_skin2env_left_shoulder,q_skin2env_left_arm,q_skin2env_left_hand,q_skin2env_right_shoulder,q_skin2env_right_arm,q_skin2env_right_hand,q_skin2env_left_thigh,q_skin2env_left_leg,q_skin2env_left_foot,q_skin2env_right_thigh,q_skin2env_right_leg,q_skin2env_right_foot,dt_skin_head,dt_skin_neck,dt_skin_chest,dt_skin_back,dt_skin_pelvis,dt_skin_left_shoulder,dt_skin_left_arm,dt_skin_left_hand,dt_skin_right_shoulder,dt_skin_right_arm,dt_skin_right_hand,dt_skin_left_thigh,dt_skin_left_leg,dt_skin_left_foot,dt_skin_right_thigh,dt_skin_right_leg,dt_skin_right_foot,dt_core_head,dt_core_neck,dt_core_chest,dt_core_back,dt_core_pelvis,dt_core_left_shoulder,dt_core_left_arm,dt_core_left_hand,dt_core_right_shoulder,dt_core_right_arm,dt_core_right_hand,dt_core_left_thigh,dt_core_left_leg,dt_core_left_foot,dt_core_right_thigh,dt_core_right_leg,dt_core_right_foot,sensation_overall,comfort_overall,sensation_head,sensation_neck,sensation_chest,sensation_back,sensation_pelvis,sensation_left_shoulder,sensation_left_arm,sensation_left_hand,sensation_right_shoulder,sensation_right_arm,sensation_right_hand,sensation_left_thigh,sensation_left_leg,sensation_left_foot,sensation_right_thigh,sensation_right_leg,sensation_right_foot,comfort_head,comfort_neck,comfort_chest,comfort_back,comfort_pelvis,comfort_left_shoulder,comfort_left_arm,comfort_left_hand,comfort_right_shoulder,comfort_right_arm,comfort_right_hand,comfort_left_thigh,comfort_left_leg,comfort_left_foot,comfort_right_thigh,comfort_right_leg,comfort_right_foot
2.8.4,25,0:25:00,60,33.79759876565242,34.68352415201246,34.797700732978775,34.109667385744046,33.15297399191836,35.34878464692212,33.67001499484897,33.75374490136326,34.281770715696794,33.670014994848934,33.753744901363255,34.281770715696794,33.38108425953927,33.02818849878829,32.97582367605957,33.38108425953928,33.02818849878829,32.97582367605954,36.78317295975643,36.375692217523344,36.549959389056575,36.600946598398394,36.76952080018876,35.73556719150284,35.383339781542006,34.868156253330284,35.73556719150282,35.383339781541935,34.86815625333026,35.89371394430009,35.463787036953136,33.502919783514336,35.89371394430013,35.46378703695312,33.50291978351432,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012267533032335836,275.6617755482003,96.1328650574811,7.828052414501079,6.38568108300354,1.7122740325787347,7.135988144151221,8.340048593075956,12.553832602981979,5.090816382738243,3.2890524242100634,3.131674550870857,5.090816382738248,3.2890524242100634,3.1316745508708483,9.38877081103196,4.7253819604834675,2.7029628917102424,9.38877081103196,4.725381960483431,2.7029628917102317,-8.138295799279641e-06,-8.044636917503567e-06,-1.9596741081547484e-05,-1.8188790755620705e-05,-9.408659884968529e-06,-2.710809678596604e-05,-4.400189268878307e-05,-4.8799101307039904e-05,-2.7108096786321313e-05,-4.4001892688546226e-05,-4.879910130763203e-05,-2.8136867840326355e-05,-6.478778585853699e-05,-0.00017103935187279262,-2.8136867840681628e-05,-6.47877858591291e-05,-0.00017103935187291104,-7.639414576369556e-06,-6.28425787401928e-06,-7.568651136224957e-06,-7.171995287199214e-06,-7.498242976566871e-06,-1.971390725851544e-05,-3.985722787795965e-05,-4.355943995963211e-05,-1.9713907258278594e-05,-3.985722787795965e-05,-4.355943995963211e-05,-3.5909111285548076e-05,-6.98607298429484e-05,-0.000172458549083269,-3.5909111285666505e-05,-6.986072984306683e-05,-0.000172458549083269,-0.12,1.84,0.01,0.01,-0.01,0.01,0.05,-0.03,-0.07,-0.06,-0.03,-0.07,-0.06,-0.02,-0.09,-0.26,-0.02,-0.09,-0.26,2.35,1.98,2.23,2.2,2.19,2.09,1.93,1.96,2.09,1.93,1.96,1.98,2.14,1.79,1.98,2.14,1.79
2.8.4,26,0:26:00,60,33.79541137061573,34.68304665408235,34.79722330820661,34.10854229754582,33.15192968877471,35.348245198338496,33.668444040538425,33.75119297311558,34.278948065143595,33.66844404053842,33.751192973115515,34.27894806514359,33.37945227211573,33.02442917409867,32.965950892627795,33.379452272115735,33.024429174098664,32.96595089262779,36.78271624604945,36.375315634979295,36.54950633959336,36.60051674906501,36.76907411665513,35.73440220254575,35.38098385956437,34.86559141114035,35.734402202545716,35.380983859564296,34.865591411140336,35.891589271749595,35.45963234868653,33.49276719415415,35.891589271749645,35.45963234868651,33.49276719415414,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012266450887451328,275.65698529624143,96.15078895038104,7.8295119483765,6.385219679548338,1.7121529786130485,7.134625186626996,8.338406962236297,12.552887371607902,5.089415499691136,3.2876026401892204,3.1302876794663437,5.089415499691102,3.2876026401892173,3.1302876794663437,9.385890857168544,4.721756827885106,2.69745759493801,9.385890857168567,4.721756827885106,2.697457594937992,-8.046436914691904e-06,-8.002475822858439e-06,-1.915673045722599e-05,-1.7780723397819998e-05,-9.193722646709072e-06,-2.663427764346693e-05,-4.324775353291936e-05,-4.789064375062916e-05,-2.6634277644177474e-05,-4.324775353303778e-05,-4.789064375027389e-05,-2.766064188814236e-05,-6.370162136815812e-05,-0.0001677153658254345,-2.7660641888023937e-05,-6.3701621367566e-05,-0.00016771536582555296,-7.611895116236648e-06,-6.276375734159955e-06,-7.55082438696301e-06,-7.1641555564383456e-06,-7.444725560408945e-06,-1.9416482618102768e-05,-3.926536629397977e-05,-4.274736983222264e-05,-1.9416482618339615e-05,-3.926536629397977e-05,-4.2747369832104214e-05,-3.541120917489593e-05,-6.924480444337651e-05,-0.00016920982266981354,-3.5411209174777505e-05,-6.924480444349493e-05,-0.00016920982266969511,-0.12,1.82,0.01,0.01,-0.01,0.01,0.05,-0.04,-0.07,-0.06,-0.04,-0.07,-0.06,-0.02,-0.1,-0.27,-0.02,-0.1,-0.27,2.35,1.98,2.24,2.21,2.19,2.09,1.93,1.96,2.09,1.93,1.96,1.98,2.15,1.77,1.98,2.15,1.77
2.8.4,27,0:27:00,60,33.793261682732194,34.68257425532345,34.796748778413935,34.107439698221505,33.15090622953836,35.347717264955996,33.66689899886574,33.74868191705687,34.27617292326913,33.66689899886571,33.748681917056814,34.276172923269115,33.37784708510971,33.02073039361083,32.956259496263144,33.37784708510969,33.020730393610826,32.956259496263165,36.782261436843825,36.37493983336589,36.549054604545496,36.6000876749996,36.768630577854005,35.733254683193934,35.37866289253497,34.863071936803856,35.733254683193906,35.37866289253491,34.86307193680384,35.88949402560658,35.455514618649666,33.48280050592552,35.88949402560663,35.455514618649644,33.48280050592552,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012265391299599014,275.6523233180214,96.16849251586306,7.830953541097512,6.3847633313580605,1.7120326116767792,7.133291069503956,8.336800026854775,12.551963005101614,5.0880383879974875,3.2861768674357092,3.128925346950409,5.088038387997482,3.286176867435673,3.1289253469504064,9.383058910002049,4.718191294700741,2.692056566951428,9.38305891000206,4.718191294700735,2.6920565669514245,-7.958298835220035e-06,-7.9570795360695e-06,-1.8751469970486787e-05,-1.7405052394181553e-05,-8.990809727057088e-06,-2.618257184240728e-05,-4.253213746139295e-05,-4.704417588664948e-05,-2.6182571841933585e-05,-4.253213746234034e-05,-4.7044175886767904e-05,-2.719979039239225e-05,-6.265541149363211e-05,-0.00016454639052957039,-2.719979039239225e-05,-6.265541149375053e-05,-0.00016454639052921512,-7.580153427137285e-06,-6.263360223357495e-06,-7.528917464346326e-06,-7.151234423474761e-06,-7.392313352146592e-06,-1.9125322530300082e-05,-3.868278382329985e-05,-4.199123894158182e-05,-1.9125322530181657e-05,-3.868278382306301e-05,-4.199123894158182e-05,-3.492076905023585e-05,-6.862883394778882e-05,-0.00016611147047716676,-3.492076905023585e-05,-6.862883394778882e-05,-0.00016611147047704833,-0.12,1.81,0.01,0.01,-0.01,0.0,0.05,-0.04,-0.07,-0.06,-0.04,-0.07,-0.06,-0.02,-0.1,-0.28,-0.02,-0.1,-0.28,2.36,1.98,2.24,2.21,2.19,2.09,1.92,1.95,2.09,1.92,1.95,1.98,2.15,1.76,1.98,2.15,1.76
2.8.4,28,0:28:00,60,33.79114803758531,34.682106795984986,34.796277295380904,34.10635798661554,33.14990213272115,35.3472002432678,33.6653787987857,33.74620988420518,34.2734423962472,33.665378798785675,33.74620988420514,34.273442396247184,33.37626791105011,33.01709008166912,32.946741256988375,33.376267911050114,33.01709008166913,32.94674125698839,36.781808759492215,36.37456508972536,36.54860441322484,36.59965965748057,36.768190136642765,35.732124265234475,35.376376308534695,34.86059487181812,35.73212426523447,35.376376308534645,34.8605948718181,35.88742776424354,35.45143382393595,33.473011226177,35.88742776424358,35.45143382393593,33.47301122617701,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012264353114533454,275.64778284801855,96.18598320475084,7.8323777993810575,6.384311857656572,1.7119129749273598,7.131983626200467,8.335225175961032,12.551058373071484,5.086684004094779,3.284773951281617,3.1275859692019337,5.08668400409475,3.2847739512815894,3.1275859692019234,9.380273492187246,4.714683244392204,2.6867550062852996,9.380273492187225,4.714683244392198,2.6867550062853103,-7.873312648243314e-06,-7.908829877933953e-06,-1.837665540520561e-05,-1.7057653939171283e-05,-8.798889708335384e-06,-2.57506945447498e-05,-4.185093431180083e-05,-4.625236457442838e-05,-2.5750694545105073e-05,-4.185093431168241e-05,-4.6252364574546805e-05,-2.6753116767016157e-05,-6.164634146396489e-05,-0.00016152327274419065,-2.675311676737143e-05,-6.164634146396489e-05,-0.00016152327274371697,-7.5446225268412565e-06,-6.24572734224671e-06,-7.5031886776599775e-06,-7.133625317123915e-06,-7.340686853988624e-06,-1.8840299324314933e-05,-3.81097333378951e-05,-4.128441642888466e-05,-1.884029932395966e-05,-3.810973333777668e-05,-4.128441642900308e-05,-3.4437689384011115e-05,-6.801324522858939e-05,-0.00016315466247528813,-3.443768938412954e-05,-6.801324522858939e-05,-0.0001631546624751697,-0.13,1.8,0.01,0.01,-0.02,0.0,0.05,-0.04,-0.07,-0.06,-0.04,-0.07,-0.06,-0.02,-0.1,-0.28,-0.02,-0.1,-0.28,2.36,1.98,2.24,2.21,2.19,2.08,1.91,1.95,2.08,1.91,1.95,1.98,2.15,1.74,1.98,2.15,1.74
2.8.4,29,0:29:00,60,33.78906891276235,34.681644141521616,34.79580899426742,34.10529575862075,33.148916103438935,35.34669358058891,33.66388247251673,33.743775214772455,34.270753928155536,33.663882472516676,33.74377521477238,34.27075392815554,33.37471401830099,33.013506301246466,32.93738843917319,33.37471401830099,33.01350630124648,32.93738843917318,36.78135841860661,36.374191653733405,36.54815597989941,36.59923295572652,36.76775276198923,35.73101058875576,35.37412352524682,34.85815760636183,35.73101058875574,35.37412352524676,34.85815760636183,35.885390052264654,35.447389918180356,33.463391366123524,35.88539005226469,35.447389918180335,33.46339136612353,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012263335279011876,275.6433577736445,96.20326773388886,7.83378527017652,6.383865105732021,1.7117941066251947,7.130700957698309,8.333680129288998,12.550172441216016,5.085351408490071,3.2833928577056177,3.126268148322865,5.085351408490049,3.283392857705596,3.1262681483228567,9.377533236116761,4.711230705469216,2.681548397836333,9.377533236116774,4.711230705469234,2.68154839783634,-7.79098897443949e-06,-7.858050550524353e-06,-1.8028526766045162e-05,-1.673494695341541e-05,-8.617028136607511e-06,-2.533666800061951e-05,-4.1200547528201054e-05,-4.550878369885917e-05,-2.533666800061951e-05,-4.120054752784578e-05,-4.550878369885917e-05,-2.631956766000106e-05,-6.0671865695264655e-05,-0.0001586373212461467,-2.631956765964579e-05,-6.067186569490938e-05,-0.00015863732124626512,-7.50568142677821e-06,-6.223933199223097e-06,-7.473888757066523e-06,-7.111695900855845e-06,-7.2895775589406264e-06,-1.8561274645279013e-05,-3.7546388131204364e-05,-4.062109093823096e-05,-1.856127464551586e-05,-3.7546388131441215e-05,-4.0621090937875695e-05,-3.396186631476894e-05,-6.739842925990539e-05,-0.000160331000891271,-3.396186631488736e-05,-6.739842925990539e-05,-0.000160331000891271,-0.13,1.79,0.01,0.01,-0.02,0.0,0.05,-0.04,-0.07,-0.06,-0.04,-0.07,-0.06,-0.02,-0.1,-0.29,-0.02,-0.1,-0.29,2.36,1.98,2.24,2.21,2.18,2.08,1.91,1.95,2.08,1.91,1.95,1.98,2.16,1.73,1.98,2.16,1.73
2.8.4,30,0:30:00,60,33.78702291304617,34.68118617896819,34.79534399585685,34.104251782208046,33.1479470088742,35.34619677032354,33.662409142534806,33.741376415104526,34.268105259223184,33.66240914253477,33.74137641510447,34.26810525922318,33.373184724723856,33.00997724154385,32.92819377513114,33.37318472472384,33.009977241543844,32.92819377513114,36.78091059870141,36.37381975069229,36.547709504317346,36.59880780836425,36.76731843631237,35.72991330260246,35.37190395400959,34.855757836205356,35.72991330260242,35.37190395400954,34.855757836205356,35.88338046060729,35.443382833540305,33.453933415289846,35.88338046060731,35.44338283354027,33.45393341528985,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012262336829838115,275.6390425517212,96.22035216405226,7.8351764470098635,6.383422946963366,1.7116760408401113,7.129441398678735,8.332162893777204,12.549304262333687,5.084039752253316,3.282032658460979,3.124970649613899,5.084039752253265,3.2820326584609365,3.1249706496139016,9.374836871132997,4.707831838093279,2.6764324979245178,9.374836871132997,4.70783183809329,2.676432497924511,-7.710907722824344e-06,-7.80501855809727e-06,-1.7703799913230492e-05,-1.643382137028008e-05,-8.444377981457288e-06,-2.4938771149507488e-05,-4.05778238787254e-05,-4.480780152770573e-05,-2.4938771149981183e-05,-4.057782387943594e-05,-4.480780152735046e-05,-2.589821248524989e-05,-5.972967371086213e-05,-0.00015588029691973777,-2.5898212485368315e-05,-5.972967371086213e-05,-0.00015588029692009304,-7.463665086622958e-06,-6.198384018555695e-06,-7.441259701105688e-06,-7.0857893711936034e-06,-7.238761280940291e-06,-1.8288102554938254e-05,-3.699285395389514e-05,-3.9996169274540234e-05,-1.8288102555293524e-05,-3.6992853953658296e-05,-3.9996169274540234e-05,-3.3493194289372737e-05,-6.678474400085103e-05,-0.0001576325138946307,-3.349319428960958e-05,-6.678474400108787e-05,-0.0001576325138946307,-0.13,1.77,0.01,0.01,-0.02,0.0,0.05,-0.04,-0.08,-0.06,-0.04,-0.08,-0.06,-0.02,-0.1,-0.3,-0.02,-0.1,-0.3,2.36,1.98,2.25,2.22,2.18,2.08,1.9,1.95,2.08,1.9,1.95,1.98,2.16,1.71,1.98,2.16,1.71
2.8.4,31,0:31:00,60,33.78500875734453,34.68073281377686,34.79488240835472,34.10322497558495,33.14699385696345,35.34570934769225,33.66095801049658,33.73901213762367,34.265494389248396,33.66095801049656,33.7390121376236,34.26549438924839,33.3716793922048,33.006501207021685,32.91915043953705,33.37167939220478,33.00650120702168,32.919150439537084,36.78046546637533,36.37344958405954,36.547265172274976,36.59838443481419,36.76688715317194,35.72883206467974,35.36971700324544,34.853393524949645,35.7288320646797,35.369717003245384,34.85339352494964,35.881398566610414,35.439412482518954,33.44463031649933,35.881398566610436,35.43941248251892,33.44463031649935,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012261356884316753,275.6348321374875,96.23724197102511,7.836551775771523,6.382985273355313,1.7115588080171031,7.12820348790614,8.330671725800812,12.548452968211677,5.082748265611203,3.2806925181828133,3.1236923814060096,5.082748265611175,3.2806925181827813,3.1236923814060025,9.372183212525195,4.704484922301369,2.671403319758994,9.372183212525174,4.704484922301358,2.671403319758994,-7.632709223770462e-06,-7.749973509518781e-06,-1.7399606878380307e-05,-1.6151576078963597e-05,-8.28017108958079e-06,-2.455549969878253e-05,-3.997999446549254e-05,-4.414448220586564e-05,-2.455549969842726e-05,-3.9979994465137264e-05,-4.414448220610249e-05,-2.5488226285593403e-05,-5.881766171024576e-05,-0.0001532444007008138,-2.548822628583025e-05,-5.881766171060102e-05,-0.0001532444007006954,-7.418872101302062e-06,-6.169443879144865e-06,-7.405534039506278e-06,-7.056225834271382e-06,-7.188052340486214e-06,-1.8020632045316157e-05,-3.6449179402472014e-05,-3.9405187595183595e-05,-1.8020632045316157e-05,-3.644917940259044e-05,-3.940518759530202e-05,-3.3031566614620074e-05,-6.617251702252247e-05,-0.00015505164650863416,-3.3031566614620074e-05,-6.617251702252247e-05,-0.00015505164650839732,-0.14,1.76,0.01,0.01,-0.02,0.0,0.05,-0.04,-0.08,-0.07,-0.04,-0.08,-0.07,-0.02,-0.11,-0.3,-0.02,-0.11,-0.3,2.36,1.98,2.25,2.22,2.18,2.08,1.89,1.94,2.08,1.89,1.94,1.98,2.16,1.7,1.98,2.16,1.7
2.8.4,32,0:32:00,60,33.783025267123634,34.68028396705781,34.79442432883685,34.102214388089294,33.14605577787975,35.345230885871864,33.65952834773572,33.736681163337835,34.26291954554248,33.659528347735694,33.73668116333779,34.26291954554245,33.370197421912735,33.003076607643976,32.91025202473691,33.37019742191272,33.00307660764397,32.910252024736955,36.780023172135294,36.373081337611836,36.54682315621064,36.59796303659138,36.766458915262696,35.72776654213468,35.367562081350954,34.85106287093401,35.72776654213465,35.36756208135089,34.851062870934,35.87944395405448,35.43547875964477,33.43547544153397,35.87944395405449,35.43547875964474,33.435475441533995,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012260394631898312,275.63072192396345,96.25394211007566,7.837911659966578,6.382551994515304,1.7114424354298516,7.126985942323054,8.329205098367638,12.547617762302675,5.081476248232992,3.279371683174203,3.122432377390277,5.081476248232968,3.2793716831741637,3.1224323773902736,9.369571152028048,4.701188347589515,2.6664571193609268,9.369571152028026,4.701188347589508,2.6664571193609454,-7.556086522223874e-06,-7.69312503550168e-06,-1.7113443718249264e-05,-1.5885865179162312e-05,-8.123710521464508e-06,-2.418553397044813e-05,-3.9404624680964655e-05,-4.35144995797998e-05,-2.418553397021128e-05,-3.94046246812015e-05,-4.35144995797998e-05,-2.5088875317654433e-05,-5.793390870276009e-05,-0.00015072225990155156,-2.5088875317654433e-05,-5.793390870276009e-05,-0.00015072225990095945,-7.371570667302763e-06,-6.137440795110175e-06,-7.366934405557875e-06,-7.023303713538098e-06,-7.137298487454776e-06,-1.775870908436635e-05,-3.591536490811602e-05,-3.884423359394873e-05,-1.7758709084129502e-05,-3.591536490823444e-05,-3.884423359394873e-05,-3.257687593224053e-05,-6.5562047903119e-05,-0.00015258124942268598,-3.257687593247738e-05,-6.556204790300057e-05,-0.00015258124942256756,-0.14,1.75,0.01,0.01,-0.02,0.0,0.05,-0.04,-0.08,-0.07,-0.04,-0.08,-0.07,-0.02,-0.11,-0.31,-0.02,-0.11,-0.31,2.36,1.98,2.25,2.22,2.18,2.07,1.89,1.94,2.07,1.89,1.94,1.98,2.16,1.68,1.98,2.16,1.68
2.8.4,33,0:33:00,60,33.781071640841304,34.67984180872318,34.79397163661007,34.10121927507104,33.1451321540853,35.34476117334707,33.65811997089942,33.734382486921,34.26037932078756,33.65811997089941,33.73438248692094,34.26037932078753,33.36873828092342,32.999701978427815,32.90149263373362,33.3687382809234,32.999701978427744,32.90149263373368,36.77958417019892,36.37272397709842,36.54638442316535,36.59754549693234,36.766034756522515,35.72671948304063,35.36543875736459,34.84876450469069,35.726719483040604,35.36543875736454,34.848764504690685,35.87751628809373,35.43158161119758,33.42646280002137,35.87751628809373,35.43158161119756,33.426462800021405,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012259582205744385,275.62942905851855,96.27479022731028,7.839609312006375,6.3821230350162885,1.711326947545866,7.125787634389476,8.327761672616889,12.546797913109094,5.080223060895978,3.278069471627565,3.121189781134405,5.080223060895956,3.2780694716275396,3.1211897811343907,9.366999649589403,4.69794060364802,2.661590381982018,9.366999649589381,4.6979406036480125,2.661590381982043,-7.4807786507591345e-06,-7.634658631161529e-06,-1.684312492760872e-05,-1.5634651394928292e-05,-7.974363673094823e-06,-2.3827712680931275e-05,-3.8849571430551084e-05,-4.291406176524977e-05,-2.3827712681049697e-05,-3.884957143007739e-05,-4.2914061765605044e-05,-2.4699504867697895e-05,-5.7076656295151905e-05,-0.00014830691333559778,-2.4699504867697895e-05,-5.7076656295151905e-05,-0.00014830691333547936,-7.316698939519028e-06,-5.956008556988005e-06,-7.312217421547492e-06,-6.9589943173298255e-06,-7.069312336345964e-06,-1.7450984900809394e-05,-3.5388733106008395e-05,-3.830610405527087e-05,-1.7450984900809394e-05,-3.5388733105889966e-05,-3.830610405527087e-05,-3.212776601249819e-05,-6.495247411978748e-05,-0.00015021069187663252,-3.212776601261661e-05,-6.495247411966906e-05,-0.0001502106918765141,-0.14,1.74,0.01,0.01,-0.02,0.0,0.05,-0.04,-0.08,-0.07,-0.04,-0.08,-0.07,-0.02,-0.11,-0.32,-0.02,-0.11,-0.32,2.37,1.98,2.25,2.22,2.18,2.07,1.88,1.94,2.07,1.88,1.94,1.98,2.17,1.67,1.98,2.17,1.67
2.8.4,34,0:34:00,60,33.779147142593914,34.6794075777273,34.79352517580282,34.100239028448506,33.1442224744002,35.34430007360197,33.65673266087547,33.73211542315859,34.2578728009621,33.656732660875456,33.732115423158504,34.257872800962055,33.36730145482421,32.99637595487488,32.892867123066424,33.36730145482418,32.996375954874836,32.89286712306645,36.77914891673154,36.37237507306373,36.54594919847428,36.597131937725216,36.76561474558909,35.7256905253118,35.36334648566638,34.846497264129056,35.72569052531177,35.36334648566635,34.84649726412905,35.8756151817942,35.42772091176449,33.41758688134227,35.8756151817942,35.42772091176447,33.417586881342295,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012258788649456082,275.62828927381054,96.29553505960246,7.8412985536035755,6.381700468587837,1.7112128181547044,7.124607680869062,8.326340497922434,12.545993058074423,5.078988542401427,3.276785321147795,3.119963912598186,5.078988542401421,3.2767853211477647,3.119963912598174,9.364467779563547,4.69474029888935,2.6567998728855797,9.364467779563526,4.6947402988892835,2.6567998728856166,-7.369305577142882e-06,-7.5448704463336e-06,-1.6585216970928703e-05,-1.5393729907486885e-05,-7.828542079953611e-06,-2.3472947271703977e-05,-3.831127361391869e-05,-4.23370792487295e-05,-2.3472947271348708e-05,-3.8311273614155536e-05,-4.23370792487295e-05,-2.4319016488642356e-05,-5.6243820269349e-05,-0.00014598985005491726,-2.4319016488642356e-05,-5.624382027041482e-05,-0.000145989850054562,-7.254224456332281e-06,-5.815067244796523e-06,-7.253744851117479e-06,-6.892653452084119e-06,-7.0001822237486525e-06,-1.714929548057853e-05,-3.487119497016522e-05,-3.778734269393643e-05,-1.714929548057853e-05,-3.487119496980995e-05,-3.778734269393643e-05,-3.168510499212592e-05,-6.434499055150885e-05,-0.00014793197798503854,-3.168510499212592e-05,-6.434499055150885e-05,-0.00014793197798515696,-0.15,1.73,0.01,0.01,-0.02,0.0,0.05,-0.04,-0.08,-0.07,-0.04,-0.08,-0.07,-0.02,-0.11,-0.32,-0.02,-0.11,-0.32,2.37,1.98,2.26,2.23,2.18,2.07,1.88,1.94,2.07,1.88,1.94,1.98,2.17,1.65,1.98,2.17,1.65
2.8.4,35,0:35:00,60,33.777251041116955,34.678981654105016,34.7930851874842,34.09927314126166,33.14332630643267,35.34384746386474,33.65536614580144,33.72987935297777,34.25539916280812,33.6553661458014,33.729879352977676,34.25539916280809,33.36588647366199,32.99309727203004,32.88437069796441,33.36588647366195,32.993097272030035,32.88437069796447,36.77871776929919,36.372032875073806,36.54551767265331,36.59672243507397,36.765198929777156,35.72467923123181,35.36128472883202,34.84426017520126,35.72467923123177,35.36128472883199,34.844260175201256,35.873740255663364,35.42389652297477,33.40884261871588,35.873740255663364,35.42389652297474,33.408842618715916,0.05999999999999999,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.012258009228221973,275.6272128177548,96.3160396840321,7.84296823519144,6.3812854792358795,1.7111002600608045,7.1234453604804635,8.324940787338416,12.545202963159646,5.077772500218516,3.275518848207203,3.1187543298498617,5.077772500218499,3.275518848207159,3.1187543298498417,9.361974648467523,4.691586137136765,2.6520827700909404,9.361974648467479,4.6915861371367225,2.652082770090958,-7.237183264763303e-06,-7.441013454112522e-06,-1.6337443708872947e-05,-1.5161328085018984e-05,-7.684995751588985e-06,-2.312183373251268e-05,-3.778439604017099e-05,-4.177533042432439e-05,-2.31218337326311e-05,-3.778439604064469e-05,-4.177533042456124e-05,-2.3947101653476465e-05,-5.543372588228124e-05,-0.0001437585111199032,-2.3947101653713312e-05,-5.5433725881807545e-05,-0.0001437585111204953,-7.185790539191809e-06,-5.703299832049425e-06,-7.192097016191686e-06,-6.82504418740848e-06,-6.930263532230659e-06,-1.6854901333118732e-05,-3.436261390608782e-05,-3.728481546320476e-05,-1.685490133335558e-05,-3.4362613905969396e-05,-3.728481546320476e-05,-3.1248768847310277e-05,-6.373981316194488e-05,-0.00014573771043977502,-3.1248768847310277e-05,-6.373981316218172e-05,-0.0001457377104396566,-0.15,1.72,0.01,0.01,-0.02,0.0,0.05,-0.04,-0.08,-0.07,-0.04,-0.08,-0.07,-0.02,-0.12,-0.33,-0.02,-0.12,-0.33,2.37,1.98,2.26,2.23,2.17,2.06,1.87,1.93,2.06,1.87,1.93,1.98,2.17,1.64,1.98,2.17,1.64
