t,rh,pmv,pmv_bin,pmv_bin_value
17.599999999999973,29,-2.27,Very Cold,0
17.599999999999973,30,-2.27,Very Cold,0
17.599999999999973,31,-2.26,Very Cold,0
17.599999999999973,32,-2.26,Very Cold,0
17.599999999999973,33,-2.26,Very Cold,0
17.599999999999973,34,-2.25,Very Cold,0
17.599999999999973,35,-2.25,Very Cold,0
17.599999999999973,36,-2.24,Very Cold,0
17.599999999999973,37,-2.24,Very Cold,0
17.599999999999973,38,-2.23,Very Cold,0
17.599999999999973,39,-2.23,Very Cold,0
17.599999999999973,40,-2.22,Very Cold,0
17.599999999999973,41,-2.22,Very Cold,0
17.599999999999973,42,-2.22,Very Cold,0
17.599999999999973,43,-2.21,Very Cold,0
17.599999999999973,44,-2.21,Very Cold,0
17.599999999999973,45,-2.2,Very Cold,0
17.599999999999973,46,-2.2,Very Cold,0
17.599999999999973,47,-2.19,Very Cold,0
17.599999999999973,48,-2.19,Very Cold,0
17.599999999999973,49,-2.18,Very Cold,0
17.599999999999973,50,-2.18,Very Cold,0
17.599999999999973,51,-2.18,Very Cold,0
17.599999999999973,52,-2.17,Very Cold,0
17.599999999999973,53,-2.17,Very Cold,0
17.599999999999973,54,-2.16,Very Cold,0
17.599999999999973,55,-2.16,Very Cold,0
17.599999999999973,56,-2.15,Very Cold,0
17.599999999999973,57,-2.15,Very Cold,0
17.599999999999973,58,-2.14,Very Cold,0
17.599999999999973,59,-2.14,Very Cold,0
17.599999999999973,60,-2.13,Very Cold,0
17.599999999999973,61,-2.13,Very Cold,0
17.599999999999973,62,-2.13,Very Cold,0
17.599999999999973,63,-2.12,Very Cold,0
17.599999999999973,64,-2.12,Very Cold,0
17.599999999999973,65,-2.11,Very Cold,0
17.599999999999973,66,-2.11,Very Cold,0
17.599999999999973,67,-2.1,Very Cold,0
17.599999999999973,68,-2.1,Very Cold,0
17.599999999999973,69,-2.09,Very Cold,0
17.599999999999973,70,-2.09,Very Cold,0
17.599999999999973,71,-2.09,Very Cold,0
17.599999999999973,72,-2.08,Very Cold,0
17.599999999999973,73,-2.08,Very Cold,0
17.599999999999973,74,-2.07,Very Cold,0
17.599999999999973,75,-2.07,Very Cold,0
17.599999999999973,76,-2.06,Very Cold,0
17.599999999999973,77,-2.06,Very Cold,0
17.599999999999973,78,-2.05,Very Cold,0
17.599999999999973,79,-2.05,Very Cold,0
17.599999999999973,80,-2.05,Very Cold,0
17.599999999999973,81,-2.04,Very Cold,0
17.599999999999973,82,-2.04,Very Cold,0
17.599999999999973,83,-2.03,Very Cold,0
17.599999999999973,84,-2.03,Very Cold,0
17.599999999999973,85,-2.02,Very Cold,0
17.599999999999973,86,-2.02,Very Cold,0
17.599999999999973,87,-2.01,Very Cold,0
17.599999999999973,88,-2.01,Very Cold,0
17.599999999999973,89,-2.0,Very Cold,0
17.599999999999973,90,-2.0,Very Cold,0
17.599999999999973,91,-2.0,Very Cold,0
17.599999999999973,92,-1.99,Very Cold,0
17.599999999999973,93,-1.99,Very Cold,0
17.599999999999973,94,-1.98,Very Cold,0
17.599999999999973,95,-1.98,Very Cold,0
17.599999999999973,96,-1.97,Very Cold,0
17.599999999999973,97,-1.97,Very Cold,0
17.599999999999973,98,-1.96,Very Cold,0
17.599999999999973,99,-1.96,Very Cold,0
17.599999999999973,100,-1.96,Very Cold,0
17.699999999999974,0,-2.37,Very Cold,0
17.699999999999974,1,-2.37,Very Cold,0
17.699999999999974,2,-2.36,Very Cold,0
17.699999999999974,3,-2.36,Very Cold,0
17.699999999999974,4,-2.36,Very Cold,0
17.699999999999974,5,-2.35,Very Cold,0
17.699999999999974,6,-2.35,Very Cold,0
17.699999999999974,7,-2.34,Very Cold,0
17.699999999999974,8,-2.34,Very Cold,0
17.699999999999974,9,-2.33,Very Cold,0
17.699999999999974,10,-2.33,Very Cold,0
17.699999999999974,11,-2.32,Very Cold,0
17.699999999999974,12,-2.32,Very Cold,0
17.699999999999974,13,-2.32,Very Cold,0
17.699999999999974,14,-2.31,Very Cold,0
17.699999999999974,15,-2.31,Very Cold,0
17.699999999999974,16,-2.3,Very Cold,0
17.699999999999974,17,-2.3,Very Cold,0
17.699999999999974,18,-2.29,Very Cold,0
17.699999999999974,19,-2.29,Very Cold,0
17.699999999999974,20,-2.28,Very Cold,0
17.699999999999974,21,-2.28,Very Cold,0
17.699999999999974,22,-2.27,Very Cold,0
17.699999999999974,23,-2.27,Very Cold,0
17.699999999999974,24,-2.27,Very Cold,0
17.699999999999974,25,-2.26,Very Cold,0
17.699999999999974,26,-2.26,Very Cold,0
17.699999999999974,27,-2.25,Very Cold,0
17.699999999999974,28,-2.25,Very Cold,0
17.699999999999974,29,-2.24,Very Cold,0
17.699999999999974,30,-2.24,Very Cold,0
17.699999999999974,31,-2.23,Very Cold,0
17.699999999999974,32,-2.23,Very Cold,0
17.699999999999974,33,-2.23,Very Cold,0
17.699999999999974,34,-2.22,Very Cold,0
17.699999999999974,35,-2.22,Very Cold,0
17.699999999999974,36,-2.21,Very Cold,0
17.699999999999974,37,-2.21,Very Cold,0
17.699999999999974,38,-2.2,Very Cold,0
17.699999999999974,39,-2.2,Very Cold,0
17.699999999999974,40,-2.19,Very Cold,0
17.699999999999974,41,-2.19,Very Cold,0
17.699999999999974,42,-2.18,Very Cold,0
17.699999999999974,43,-2.18,Very Cold,0
17.699999999999974,44,-2.18,Very Cold,0
17.699999999999974,45,-2.17,Very Cold,0
17.699999999999974,46,-2.17,Very Cold,0
17.699999999999974,47,-2.16,Very Cold,0
17.699999999999974,48,-2.16,Very Cold,0
17.699999999999974,49,-2.15,Very Cold,0
17.699999999999974,50,-2.15,Very Cold,0
17.699999999999974,51,-2.14,Very Cold,0
17.699999999999974,52,-2.14,Very Cold,0
17.699999999999974,53,-2.13,Very Cold,0
17.699999999999974,54,-2.13,Very Cold,0
17.699999999999974,55,-2.13,Very Cold,0
17.699999999999974,56,-2.12,Very Cold,0
17.699999999999974,57,-2.12,Very Cold,0
17.699999999999974,58,-2.11,Very Cold,0
17.699999999999974,59,-2.11,Very Cold,0
17.699999999999974,60,-2.1,Very Cold,0
17.699999999999974,61,-2.1,Very Cold,0
17.699999999999974,62,-2.09,Very Cold,0
17.699999999999974,63,-2.09,Very Cold,0
17.699999999999974,64,-2.09,Very Cold,0
17.699999999999974,65,-2.08,Very Cold,0
17.699999999999974,66,-2.08,Very Cold,0
17.699999999999974,67,-2.07,Very Cold,0
17.699999999999974,68,-2.07,Very Cold,0
17.699999999999974,69,-2.06,Very Cold,0
17.699999999999974,70,-2.06,Very Cold,0
17.699999999999974,71,-2.05,Very Cold,0
17.699999999999974,72,-2.05,Very Cold,0
17.699999999999974,73,-2.04,Very Cold,0
17.699999999999974,74,-2.04,Very Cold,0
17.699999999999974,75,-2.04,Very Cold,0
17.699999999999974,76,-2.03,Very Cold,0
17.699999999999974,77,-2.03,Very Cold,0
17.699999999999974,78,-2.02,Very Cold,0
17.699999999999974,79,-2.02,Very Cold,0
17.699999999999974,80,-2.01,Very Cold,0
17.699999999999974,81,-2.01,Very Cold,0
17.699999999999974,82,-2.0,Very Cold,0
17.699999999999974,83,-2.0,Very Cold,0
17.699999999999974,84,-2.0,Very Cold,0
17.699999999999974,85,-1.99,Very Cold,0
17.699999999999974,86,-1.99,Very Cold,0
17.699999999999974,87,-1.98,Very Cold,0
17.699999999999974,88,-1.98,Very Cold,0
17.699999999999974,89,-1.97,Very Cold,0
17.699999999999974,90,-1.97,Very Cold,0
17.699999999999974,91,-1.96,Very Cold,0
17.699999999999974,92,-1.96,Very Cold,0
17.699999999999974,93,-1.95,Very Cold,0
17.699999999999974,94,-1.95,Very Cold,0
17.699999999999974,95,-1.95,Very Cold,0
17.699999999999974,96,-1.94,Very Cold,0
17.699999999999974,97,-1.94,Very Cold,0
17.699999999999974,98,-1.93,Very Cold,0
17.699999999999974,99,-1.93,Very Cold,0
17.699999999999974,100,-1.92,Very Cold,0
17.799999999999972,0,-2.34,Very Cold,0
17.799999999999972,1,-2.34,Very Cold,0
17.799999999999972,2,-2.34,Very Cold,0
17.799999999999972,3,-2.33,Very Cold,0
17.799999999999972,4,-2.33,Very Cold,0
17.799999999999972,5,-2.32,Very Cold,0
17.799999999999972,6,-2.32,Very Cold,0
17.799999999999972,7,-2.31,Very Cold,0
17.799999999999972,8,-2.31,Very Cold,0
17.799999999999972,9,-2.3,Very Cold,0
17.799999999999972,10,-2.3,Very Cold,0
17.799999999999972,11,-2.29,Very Cold,0
17.799999999999972,12,-2.29,Very Cold,0
17.799999999999972,13,-2.29,Very Cold,0
17.799999999999972,14,-2.28,Very Cold,0
17.799999999999972,15,-2.28,Very Cold,0
17.799999999999972,16,-2.27,Very Cold,0
17.799999999999972,17,-2.27,Very Cold,0
17.799999999999972,18,-2.26,Very Cold,0
17.799999999999972,19,-2.26,Very Cold,0
17.799999999999972,20,-2.25,Very Cold,0
17.799999999999972,21,-2.25,Very Cold,0
17.799999999999972,22,-2.24,Very Cold,0
17.799999999999972,23,-2.24,Very Cold,0
17.799999999999972,24,-2.24,Very Cold,0
17.799999999999972,25,-2.23,Very Cold,0
17.799999999999972,26,-2.23,Very Cold,0
17.799999999999972,27,-2.22,Very Cold,0
17.799999999999972,28,-2.22,Very Cold,0
17.799999999999972,29,-2.21,Very Cold,0
17.799999999999972,30,-2.21,Very Cold,0
17.799999999999972,31,-2.2,Very Cold,0
17.799999999999972,32,-2.2,Very Cold,0
17.799999999999972,33,-2.19,Very Cold,0
17.799999999999972,34,-2.19,Very Cold,0
17.799999999999972,35,-2.19,Very Cold,0
17.799999999999972,36,-2.18,Very Cold,0
17.799999999999972,37,-2.18,Very Cold,0
17.799999999999972,38,-2.17,Very Cold,0
17.799999999999972,39,-2.17,Very Cold,0
17.799999999999972,40,-2.16,Very Cold,0
17.799999999999972,41,-2.16,Very Cold,0
17.799999999999972,42,-2.15,Very Cold,0
17.799999999999972,43,-2.15,Very Cold,0
17.799999999999972,44,-2.14,Very Cold,0
17.799999999999972,45,-2.14,Very Cold,0
17.799999999999972,46,-2.14,Very Cold,0
17.799999999999972,47,-2.13,Very Cold,0
17.799999999999972,48,-2.13,Very Cold,0
17.799999999999972,49,-2.12,Very Cold,0
17.799999999999972,50,-2.12,Very Cold,0
17.799999999999972,51,-2.11,Very Cold,0
17.799999999999972,52,-2.11,Very Cold,0
17.799999999999972,53,-2.1,Very Cold,0
17.799999999999972,54,-2.1,Very Cold,0
17.799999999999972,55,-2.09,Very Cold,0
17.799999999999972,56,-2.09,Very Cold,0
17.799999999999972,57,-2.09,Very Cold,0
17.799999999999972,58,-2.08,Very Cold,0
17.799999999999972,59,-2.08,Very Cold,0
17.799999999999972,60,-2.07,Very Cold,0
17.799999999999972,61,-2.07,Very Cold,0
17.799999999999972,62,-2.06,Very Cold,0
17.799999999999972,63,-2.06,Very Cold,0
17.799999999999972,64,-2.05,Very Cold,0
17.799999999999972,65,-2.05,Very Cold,0
17.799999999999972,66,-2.04,Very Cold,0
17.799999999999972,67,-2.04,Very Cold,0
17.799999999999972,68,-2.04,Very Cold,0
17.799999999999972,69,-2.03,Very Cold,0
17.799999999999972,70,-2.03,Very Cold,0
17.799999999999972,71,-2.02,Very Cold,0
17.799999999999972,72,-2.02,Very Cold,0
17.799999999999972,73,-2.01,Very Cold,0
17.799999999999972,74,-2.01,Very Cold,0
17.799999999999972,75,-2.0,Very Cold,0
17.799999999999972,76,-2.0,Very Cold,0
17.799999999999972,77,-1.99,Very Cold,0
17.799999999999972,78,-1.99,Very Cold,0
17.799999999999972,79,-1.99,Very Cold,0
17.799999999999972,80,-1.98,Very Cold,0
17.799999999999972,81,-1.98,Very Cold,0
17.799999999999972,82,-1.97,Very Cold,0
17.799999999999972,83,-1.97,Very Cold,0
17.799999999999972,84,-1.96,Very Cold,0
17.799999999999972,85,-1.96,Very Cold,0
17.799999999999972,86,-1.95,Very Cold,0
17.799999999999972,87,-1.95,Very Cold,0
17.799999999999972,88,-1.95,Very Cold,0
17.799999999999972,89,-1.94,Very Cold,0
17.799999999999972,90,-1.94,Very Cold,0
17.799999999999972,91,-1.93,Very Cold,0
17.799999999999972,92,-1.93,Very Cold,0
17.799999999999972,93,-1.92,Very Cold,0
17.799999999999972,94,-1.92,Very Cold,0
17.799999999999972,95,-1.91,Very Cold,0
17.799999999999972,96,-1.91,Very Cold,0
17.799999999999972,97,-1.9,Very Cold,0
17.799999999999972,98,-1.9,Very Cold,0
17.799999999999972,99,-1.9,Very Cold,0
17.799999999999972,100,-1.89,Very Cold,0
17.89999999999997,0,-2.31,Very Cold,0
17.89999999999997,1,-2.31,Very Cold,0
17.89999999999997,2,-2.31,Very Cold,0
17.89999999999997,3,-2.3,Very Cold,0
17.89999999999997,4,-2.3,Very Cold,0
17.89999999999997,5,-2.29,Very Cold,0
17.89999999999997,6,-2.29,Very Cold,0
17.89999999999997,7,-2.28,Very Cold,0
17.89999999999997,8,-2.28,Very Cold,0
17.89999999999997,9,-2.27,Very Cold,0
17.89999999999997,10,-2.27,Very Cold,0
17.89999999999997,11,-2.26,Very Cold,0
17.89999999999997,12,-2.26,Very Cold,0
17.89999999999997,13,-2.26,Very Cold,0
17.89999999999997,14,-2.25,Very Cold,0
17.89999999999997,15,-2.25,Very Cold,0
17.89999999999997,16,-2.24,Very Cold,0
17.89999999999997,17,-2.24,Very Cold,0
17.89999999999997,18,-2.23,Very Cold,0
17.89999999999997,19,-2.23,Very Cold,0
17.89999999999997,20,-2.22,Very Cold,0
17.89999999999997,21,-2.22,Very Cold,0
17.89999999999997,22,-2.21,Very Cold,0
17.89999999999997,23,-2.21,Very Cold,0
17.89999999999997,24,-2.21,Very Cold,0
17.89999999999997,25,-2.2,Very Cold,0
17.89999999999997,26,-2.2,Very Cold,0
17.89999999999997,27,-2.19,Very Cold,0
17.89999999999997,28,-2.19,Very Cold,0
17.89999999999997,29,-2.18,Very Cold,0
17.89999999999997,30,-2.18,Very Cold,0
17.89999999999997,31,-2.17,Very Cold,0
17.89999999999997,32,-2.17,Very Cold,0
17.89999999999997,33,-2.16,Very Cold,0
17.89999999999997,34,-2.16,Very Cold,0
17.89999999999997,35,-2.15,Very Cold,0
17.89999999999997,36,-2.15,Very Cold,0
17.89999999999997,37,-2.15,Very Cold,0
17.89999999999997,38,-2.14,Very Cold,0
17.89999999999997,39,-2.14,Very Cold,0
17.89999999999997,40,-2.13,Very Cold,0
17.89999999999997,41,-2.13,Very Cold,0
17.89999999999997,42,-2.12,Very Cold,0
17.89999999999997,43,-2.12,Very Cold,0
17.89999999999997,44,-2.11,Very Cold,0
17.89999999999997,45,-2.11,Very Cold,0
17.89999999999997,46,-2.1,Very Cold,0
17.89999999999997,47,-2.1,Very Cold,0
17.89999999999997,48,-2.1,Very Cold,0
17.89999999999997,49,-2.09,Very Cold,0
17.89999999999997,50,-2.09,Very Cold,0
17.89999999999997,51,-2.08,Very Cold,0
17.89999999999997,52,-2.08,Very Cold,0
17.89999999999997,53,-2.07,Very Cold,0
17.89999999999997,54,-2.07,Very Cold,0
17.89999999999997,55,-2.06,Very Cold,0
17.89999999999997,56,-2.06,Very Cold,0
17.89999999999997,57,-2.05,Very Cold,0
17.89999999999997,58,-2.05,Very Cold,0
17.89999999999997,59,-2.05,Very Cold,0
17.89999999999997,60,-2.04,Very Cold,0
17.89999999999997,61,-2.04,Very Cold,0
17.89999999999997,62,-2.03,Very Cold,0
17.89999999999997,63,-2.03,Very Cold,0
17.89999999999997,64,-2.02,Very Cold,0
17.89999999999997,65,-2.02,Very Cold,0
17.89999999999997,66,-2.01,Very Cold,0
17.89999999999997,67,-2.01,Very Cold,0
17.89999999999997,68,-2.0,Very Cold,0
17.89999999999997,69,-2.0,Very Cold,0
17.89999999999997,70,-2.0,Very Cold,0
17.89999999999997,71,-1.99,Very Cold,0
17.89999999999997,72,-1.99,Very Cold,0
17.89999999999997,73,-1.98,Very Cold,0
17.89999999999997,74,-1.98,Very Cold,0
17.89999999999997,75,-1.97,Very Cold,0
17.89999999999997,76,-1.97,Very Cold,0
17.89999999999997,77,-1.96,Very Cold,0
17.89999999999997,78,-1.96,Very Cold,0
17.89999999999997,79,-1.95,Very Cold,0
17.89999999999997,80,-1.95,Very Cold,0
17.89999999999997,81,-1.94,Very Cold,0
17.89999999999997,82,-1.94,Very Cold,0
17.89999999999997,83,-1.94,Very Cold,0
17.89999999999997,84,-1.93,Very Cold,0
17.89999999999997,85,-1.93,Very Cold,0
17.89999999999997,86,-1.92,Very Cold,0
17.89999999999997,87,-1.92,Very Cold,0
17.89999999999997,88,-1.91,Very Cold,0
17.89999999999997,89,-1.91,Very Cold,0
17.89999999999997,90,-1.9,Very Cold,0
17.89999999999997,91,-1.9,Very Cold,0
17.89999999999997,92,-1.89,Very Cold,0
17.89999999999997,93,-1.89,Very Cold,0
17.89999999999997,94,-1.89,Very Cold,0
17.89999999999997,95,-1.88,Very Cold,0
17.89999999999997,96,-1.88,Very Cold,0
17.89999999999997,97,-1.87,Very Cold,0
17.89999999999997,98,-1.87,Very Cold,0
17.89999999999997,99,-1.86,Very Cold,0
17.89999999999997,100,-1.86,Very Cold,0
17.99999999999997,0,-2.29,Very Cold,0
17.99999999999997,1,-2.28,Very Cold,0
17.99999999999997,2,-2.28,Very Cold,0
17.99999999999997,3,-2.27,Very Cold,0
17.99999999999997,4,-2.27,Very Cold,0
17.99999999999997,5,-2.26,Very Cold,0
17.99999999999997,6,-2.26,Very Cold,0
17.99999999999997,7,-2.25,Very Cold,0
17.99999999999997,8,-2.25,Very Cold,0
17.99999999999997,9,-2.24,Very Cold,0
17.99999999999997,10,-2.24,Very Cold,0
17.99999999999997,11,-2.23,Very Cold,0
17.99999999999997,12,-2.23,Very Cold,0
17.99999999999997,13,-2.23,Very Cold,0
17.99999999999997,14,-2.22,Very Cold,0
17.99999999999997,15,-2.22,Very Cold,0
17.99999999999997,16,-2.21,Very Cold,0
17.99999999999997,17,-2.21,Very Cold,0
17.99999999999997,18,-2.2,Very Cold,0
17.99999999999997,19,-2.2,Very Cold,0
17.99999999999997,20,-2.19,Very Cold,0
17.99999999999997,21,-2.19,Very Cold,0
17.99999999999997,22,-2.18,Very Cold,0
17.99999999999997,23,-2.18,Very Cold,0
17.99999999999997,24,-2.17,Very Cold,0
17.99999999999997,25,-2.17,Very Cold,0
17.99999999999997,26,-2.17,Very Cold,0
17.99999999999997,27,-2.16,Very Cold,0
17.99999999999997,28,-2.16,Very Cold,0
17.99999999999997,29,-2.15,Very Cold,0
17.99999999999997,30,-2.15,Very Cold,0
17.99999999999997,31,-2.14,Very Cold,0
17.99999999999997,32,-2.14,Very Cold,0
17.99999999999997,33,-2.13,Very Cold,0
17.99999999999997,34,-2.13,Very Cold,0
17.99999999999997,35,-2.12,Very Cold,0
17.99999999999997,36,-2.12,Very Cold,0
17.99999999999997,37,-2.12,Very Cold,0
17.99999999999997,38,-2.11,Very Cold,0
17.99999999999997,39,-2.11,Very Cold,0
17.99999999999997,40,-2.1,Very Cold,0
17.99999999999997,41,-2.1,Very Cold,0
17.99999999999997,42,-2.09,Very Cold,0
17.99999999999997,43,-2.09,Very Cold,0
17.99999999999997,44,-2.08,Very Cold,0
17.99999999999997,45,-2.08,Very Cold,0
17.99999999999997,46,-2.07,Very Cold,0
17.99999999999997,47,-2.07,Very Cold,0
17.99999999999997,48,-2.06,Very Cold,0
17.99999999999997,49,-2.06,Very Cold,0
17.99999999999997,50,-2.06,Very Cold,0
17.99999999999997,51,-2.05,Very Cold,0
17.99999999999997,52,-2.05,Very Cold,0
17.99999999999997,53,-2.04,Very Cold,0
17.99999999999997,54,-2.04,Very Cold,0
17.99999999999997,55,-2.03,Very Cold,0
17.99999999999997,56,-2.03,Very Cold,0
17.99999999999997,57,-2.02,Very Cold,0
17.99999999999997,58,-2.02,Very Cold,0
17.99999999999997,59,-2.01,Very Cold,0
17.99999999999997,60,-2.01,Very Cold,0
17.99999999999997,61,-2.0,Very Cold,0
17.99999999999997,62,-2.0,Very Cold,0
17.99999999999997,63,-2.0,Very Cold,0
17.99999999999997,64,-1.99,Very Cold,0
17.99999999999997,65,-1.99,Very Cold,0
17.99999999999997,66,-1.98,Very Cold,0
17.99999999999997,67,-1.98,Very Cold,0
17.99999999999997,68,-1.97,Very Cold,0
17.99999999999997,69,-1.97,Very Cold,0
17.99999999999997,70,-1.96,Very Cold,0
17.99999999999997,71,-1.96,Very Cold,0
17.99999999999997,72,-1.95,Very Cold,0
17.99999999999997,73,-1.95,Very Cold,0
17.99999999999997,74,-1.95,Very Cold,0
17.99999999999997,75,-1.94,Very Cold,0
17.99999999999997,76,-1.94,Very Cold,0
17.99999999999997,77,-1.93,Very Cold,0
17.99999999999997,78,-1.93,Very Cold,0
17.99999999999997,79,-1.92,Very Cold,0
17.99999999999997,80,-1.92,Very Cold,0
17.99999999999997,81,-1.91,Very Cold,0
17.99999999999997,82,-1.91,Very Cold,0
17.99999999999997,83,-1.9,Very Cold,0
17.99999999999997,84,-1.9,Very Cold,0
17.99999999999997,85,-1.89,Very Cold,0
17.99999999999997,86,-1.89,Very Cold,0
17.99999999999997,87,-1.89,Very Cold,0
17.99999999999997,88,-1.88,Very Cold,0
17.99999999999997,89,-1.88,Very Cold,0
17.99999999999997,90,-1.87,Very Cold,0
17.99999999999997,91,-1.87,Very Cold,0
17.99999999999997,92,-1.86,Very Cold,0
17.99999999999997,93,-1.86,Very Cold,0
17.99999999999997,94,-1.85,Very Cold,0
17.99999999999997,95,-1.85,Very Cold,0
17.99999999999997,96,-1.84,Very Cold,0
17.99999999999997,97,-1.84,Very Cold,0
17.99999999999997,98,-1.83,Very Cold,0
17.99999999999997,99,-1.83,Very Cold,0
17.99999999999997,100,-1.83,Very Cold,0
18.099999999999973,0,-2.26,Very Cold,0
18.099999999999973,1,-2.25,Very Cold,0
18.099999999999973,2,-2.25,Very Cold,0
18.099999999999973,3,-2.24,Very Cold,0
18.099999999999973,4,-2.24,Very Cold,0
18.099999999999973,5,-2.23,Very Cold,0
18.099999999999973,6,-2.23,Very Cold,0
18.099999999999973,7,-2.22,Very Cold,0
18.099999999999973,8,-2.22,Very Cold,0
18.099999999999973,9,-2.21,Very Cold,0
18.099999999999973,10,-2.21,Very Cold,0
18.099999999999973,11,-2.2,Very Cold,0
18.099999999999973,12,-2.2,Very Cold,0
18.099999999999973,13,-2.2,Very Cold,0
18.099999999999973,14,-2.19,Very Cold,0
18.099999999999973,15,-2.19,Very Cold,0
18.099999999999973,16,-2.18,Very Cold,0
18.099999999999973,17,-2.18,Very Cold,0
18.099999999999973,18,-2.17,Very Cold,0
18.099999999999973,19,-2.17,Very Cold,0
18.099999999999973,20,-2.16,Very Cold,0
18.099999999999973,21,-2.16,Very Cold,0
18.099999999999973,22,-2.15,Very Cold,0
18.099999999999973,23,-2.15,Very Cold,0
18.099999999999973,24,-2.14,Very Cold,0
18.099999999999973,25,-2.14,Very Cold,0
18.099999999999973,26,-2.14,Very Cold,0
18.099999999999973,27,-2.13,Very Cold,0
18.099999999999973,28,-2.13,Very Cold,0
18.099999999999973,29,-2.12,Very Cold,0
18.099999999999973,30,-2.12,Very Cold,0
18.099999999999973,31,-2.11,Very Cold,0
18.099999999999973,32,-2.11,Very Cold,0
18.099999999999973,33,-2.1,Very Cold,0
18.099999999999973,34,-2.1,Very Cold,0
18.099999999999973,35,-2.09,Very Cold,0
18.099999999999973,36,-2.09,Very Cold,0
18.099999999999973,37,-2.08,Very Cold,0
18.099999999999973,38,-2.08,Very Cold,0
18.099999999999973,39,-2.08,Very Cold,0
18.099999999999973,40,-2.07,Very Cold,0
18.099999999999973,41,-2.07,Very Cold,0
18.099999999999973,42,-2.06,Very Cold,0
18.099999999999973,43,-2.06,Very Cold,0
18.099999999999973,44,-2.05,Very Cold,0
18.099999999999973,45,-2.05,Very Cold,0
18.099999999999973,46,-2.04,Very Cold,0
18.099999999999973,47,-2.04,Very Cold,0
18.099999999999973,48,-2.03,Very Cold,0
18.099999999999973,49,-2.03,Very Cold,0
18.099999999999973,50,-2.02,Very Cold,0
18.099999999999973,51,-2.02,Very Cold,0
18.099999999999973,52,-2.02,Very Cold,0
18.099999999999973,53,-2.01,Very Cold,0
18.099999999999973,54,-2.01,Very Cold,0
18.099999999999973,55,-2.0,Very Cold,0
18.099999999999973,56,-2.0,Very Cold,0
18.099999999999973,57,-1.99,Very Cold,0
18.099999999999973,58,-1.99,Very Cold,0
18.099999999999973,59,-1.98,Very Cold,0
18.099999999999973,60,-1.98,Very Cold,0
18.099999999999973,61,-1.97,Very Cold,0
18.099999999999973,62,-1.97,Very Cold,0
18.099999999999973,63,-1.96,Very Cold,0
18.099999999999973,64,-1.96,Very Cold,0
18.099999999999973,65,-1.95,Very Cold,0
18.099999999999973,66,-1.95,Very Cold,0
18.099999999999973,67,-1.95,Very Cold,0
18.099999999999973,68,-1.94,Very Cold,0
18.099999999999973,69,-1.94,Very Cold,0
18.099999999999973,70,-1.93,Very Cold,0
18.099999999999973,71,-1.93,Very Cold,0
18.099999999999973,72,-1.92,Very Cold,0
18.099999999999973,73,-1.92,Very Cold,0
18.099999999999973,74,-1.91,Very Cold,0
18.099999999999973,75,-1.91,Very Cold,0
18.099999999999973,76,-1.9,Very Cold,0
18.099999999999973,77,-1.9,Very Cold,0
18.099999999999973,78,-1.89,Very Cold,0
18.099999999999973,79,-1.89,Very Cold,0
18.099999999999973,80,-1.89,Very Cold,0
18.099999999999973,81,-1.88,Very Cold,0
18.099999999999973,82,-1.88,Very Cold,0
18.099999999999973,83,-1.87,Very Cold,0
18.099999999999973,84,-1.87,Very Cold,0
18.099999999999973,85,-1.86,Very Cold,0
18.099999999999973,86,-1.86,Very Cold,0
18.099999999999973,87,-1.85,Very Cold,0
18.099999999999973,88,-1.85,Very Cold,0
18.099999999999973,89,-1.84,Very Cold,0
18.099999999999973,90,-1.84,Very Cold,0
18.099999999999973,91,-1.83,Very Cold,0
18.099999999999973,92,-1.83,Very Cold,0
18.099999999999973,93,-1.83,Very Cold,0
18.099999999999973,94,-1.82,Very Cold,0
18.099999999999973,95,-1.82,Very Cold,0
18.099999999999973,96,-1.81,Very Cold,0
18.099999999999973,97,-1.81,Very Cold,0
18.099999999999973,98,-1.8,Very Cold,0
18.099999999999973,99,-1.8,Very Cold,0
18.099999999999973,100,-1.79,Very Cold,0
18.19999999999997,0,-2.23,Very Cold,0
18.19999999999997,1,-2.22,Very Cold,0
18.19999999999997,2,-2.22,Very Cold,0
18.19999999999997,3,-2.21,Very Cold,0
18.19999999999997,4,-2.21,Very Cold,0
18.19999999999997,5,-2.2,Very Cold,0
18.19999999999997,6,-2.2,Very Cold,0
18.19999999999997,7,-2.19,Very Cold,0
18.19999999999997,8,-2.19,Very Cold,0
18.19999999999997,9,-2.18,Very Cold,0
18.19999999999997,10,-2.18,Very Cold,0
18.19999999999997,11,-2.17,Very Cold,0
18.19999999999997,12,-2.17,Very Cold,0
18.19999999999997,13,-2.17,Very Cold,0
18.19999999999997,14,-2.16,Very Cold,0
18.19999999999997,15,-2.16,Very Cold,0
18.19999999999997,16,-2.15,Very Cold,0
18.19999999999997,17,-2.15,Very Cold,0
18.19999999999997,18,-2.14,Very Cold,0
18.19999999999997,19,-2.14,Very Cold,0
18.19999999999997,20,-2.13,Very Cold,0
18.19999999999997,21,-2.13,Very Cold,0
18.19999999999997,22,-2.12,Very Cold,0
18.19999999999997,23,-2.12,Very Cold,0
18.19999999999997,24,-2.11,Very Cold,0
18.19999999999997,25,-2.11,Very Cold,0
18.19999999999997,26,-2.1,Very Cold,0
18.19999999999997,27,-2.1,Very Cold,0
18.19999999999997,28,-2.1,Very Cold,0
18.19999999999997,29,-2.09,Very Cold,0
