t,rh,pmv,pmv_bin,pmv_bin_value
10.0,0,-4.66,Very Cold,0
10.0,1,-4.66,Very Cold,0
10.0,2,-4.66,Very Cold,0
10.0,3,-4.65,Very Cold,0
10.0,4,-4.65,Very Cold,0
10.0,5,-4.65,Very Cold,0
10.0,6,-4.65,Very Cold,0
10.0,7,-4.64,Very Cold,0
10.0,8,-4.64,Very Cold,0
10.0,9,-4.64,Very Cold,0
10.0,10,-4.63,Very Cold,0
10.0,11,-4.63,Very Cold,0
10.0,12,-4.63,Very Cold,0
10.0,13,-4.63,Very Cold,0
10.0,14,-4.62,Very Cold,0
10.0,15,-4.62,Very Cold,0
10.0,16,-4.62,Very Cold,0
10.0,17,-4.62,Very Cold,0
10.0,18,-4.61,Very Cold,0
10.0,19,-4.61,Very Cold,0
10.0,20,-4.61,Very Cold,0
10.0,21,-4.6,Very Cold,0
10.0,22,-4.6,Very Cold,0
10.0,23,-4.6,Very Cold,0
10.0,24,-4.6,Very Cold,0
10.0,25,-4.59,Very Cold,0
10.0,26,-4.59,Very Cold,0
10.0,27,-4.59,Very Cold,0
10.0,28,-4.59,Very Cold,0
10.0,29,-4.58,Very Cold,0
10.0,30,-4.58,Very Cold,0
10.0,31,-4.58,Very Cold,0
10.0,32,-4.57,Very Cold,0
10.0,33,-4.57,Very Cold,0
10.0,34,-4.57,Very Cold,0
10.0,35,-4.57,Very Cold,0
10.0,36,-4.56,Very Cold,0
10.0,37,-4.56,Very Cold,0
10.0,38,-4.56,Very Cold,0
10.0,39,-4.56,Very Cold,0
10.0,40,-4.55,Very Cold,0
10.0,41,-4.55,Very Cold,0
10.0,42,-4.55,Very Cold,0
10.0,43,-4.54,Very Cold,0
10.0,44,-4.54,Very Cold,0
10.0,45,-4.54,Very Cold,0
10.0,46,-4.54,Very Cold,0
10.0,47,-4.53,Very Cold,0
10.0,48,-4.53,Very Cold,0
10.0,49,-4.53,Very Cold,0
10.0,50,-4.53,Very Cold,0
10.0,51,-4.52,Very Cold,0
10.0,52,-4.52,Very Cold,0
10.0,53,-4.52,Very Cold,0
10.0,54,-4.51,Very Cold,0
10.0,55,-4.51,Very Cold,0
10.0,56,-4.51,Very Cold,0
10.0,57,-4.51,Very Cold,0
10.0,58,-4.5,Very Cold,0
10.0,59,-4.5,Very Cold,0
10.0,60,-4.5,Very Cold,0
10.0,61,-4.5,Very Cold,0
10.0,62,-4.49,Very Cold,0
10.0,63,-4.49,Very Cold,0
10.0,64,-4.49,Very Cold,0
10.0,65,-4.48,Very Cold,0
10.0,66,-4.48,Very Cold,0
10.0,67,-4.48,Very Cold,0
10.0,68,-4.48,Very Cold,0
10.0,69,-4.47,Very Cold,0
10.0,70,-4.47,Very Cold,0
10.0,71,-4.47,Very Cold,0
10.0,72,-4.47,Very Cold,0
10.0,73,-4.46,Very Cold,0
10.0,74,-4.46,Very Cold,0
10.0,75,-4.46,Very Cold,0
10.0,76,-4.45,Very Cold,0
10.0,77,-4.45,Very Cold,0
10.0,78,-4.45,Very Cold,0
10.0,79,-4.45,Very Cold,0
10.0,80,-4.44,Very Cold,0
10.0,81,-4.44,Very Cold,0
10.0,82,-4.44,Very Cold,0
10.0,83,-4.44,Very Cold,0
10.0,84,-4.43,Very Cold,0
10.0,85,-4.43,Very Cold,0
10.0,86,-4.43,Very Cold,0
10.0,87,-4.42,Very Cold,0
10.0,88,-4.42,Very Cold,0
10.0,89,-4.42,Very Cold,0
10.0,90,-4.42,Very Cold,0
10.0,91,-4.41,Very Cold,0
10.0,92,-4.41,Very Cold,0
10.0,93,-4.41,Very Cold,0
10.0,94,-4.41,Very Cold,0
10.0,95,-4.4,Very Cold,0
10.0,96,-4.4,Very Cold,0
10.0,97,-4.4,Very Cold,0
10.0,98,-4.39,Very Cold,0
10.0,99,-4.39,Very Cold,0
10.0,100,-4.39,Very Cold,0
10.1,0,-4.63,Very Cold,0
10.1,1,-4.63,Very Cold,0
10.1,2,-4.63,Very Cold,0
10.1,3,-4.62,Very Cold,0
10.1,4,-4.62,Very Cold,0
10.1,5,-4.62,Very Cold,0
10.1,6,-4.62,Very Cold,0
10.1,7,-4.61,Very Cold,0
10.1,8,-4.61,Very Cold,0
10.1,9,-4.61,Very Cold,0
10.1,10,-4.6,Very Cold,0
10.1,11,-4.6,Very Cold,0
10.1,12,-4.6,Very Cold,0
10.1,13,-4.6,Very Cold,0
10.1,14,-4.59,Very Cold,0
10.1,15,-4.59,Very Cold,0
10.1,16,-4.59,Very Cold,0
10.1,17,-4.59,Very Cold,0
10.1,18,-4.58,Very Cold,0
10.1,19,-4.58,Very Cold,0
10.1,20,-4.58,Very Cold,0
10.1,21,-4.57,Very Cold,0
10.1,22,-4.57,Very Cold,0
10.1,23,-4.57,Very Cold,0
10.1,24,-4.57,Very Cold,0
10.1,25,-4.56,Very Cold,0
10.1,26,-4.56,Very Cold,0
10.1,27,-4.56,Very Cold,0
10.1,28,-4.56,Very Cold,0
10.1,29,-4.55,Very Cold,0
10.1,30,-4.55,Very Cold,0
10.1,31,-4.55,Very Cold,0
10.1,32,-4.54,Very Cold,0
10.1,33,-4.54,Very Cold,0
10.1,34,-4.54,Very Cold,0
10.1,35,-4.54,Very Cold,0
10.1,36,-4.53,Very Cold,0
10.1,37,-4.53,Very Cold,0
10.1,38,-4.53,Very Cold,0
10.1,39,-4.53,Very Cold,0
10.1,40,-4.52,Very Cold,0
10.1,41,-4.52,Very Cold,0
10.1,42,-4.52,Very Cold,0
10.1,43,-4.51,Very Cold,0
10.1,44,-4.51,Very Cold,0
10.1,45,-4.51,Very Cold,0
10.1,46,-4.51,Very Cold,0
10.1,47,-4.5,Very Cold,0
10.1,48,-4.5,Very Cold,0
10.1,49,-4.5,Very Cold,0
10.1,50,-4.49,Very Cold,0
10.1,51,-4.49,Very Cold,0
10.1,52,-4.49,Very Cold,0
10.1,53,-4.49,Very Cold,0
10.1,54,-4.48,Very Cold,0
10.1,55,-4.48,Very Cold,0
10.1,56,-4.48,Very Cold,0
10.1,57,-4.48,Very Cold,0
10.1,58,-4.47,Very Cold,0
10.1,59,-4.47,Very Cold,0
10.1,60,-4.47,Very Cold,0
10.1,61,-4.46,Very Cold,0
10.1,62,-4.46,Very Cold,0
10.1,63,-4.46,Very Cold,0
10.1,64,-4.46,Very Cold,0
10.1,65,-4.45,Very Cold,0
10.1,66,-4.45,Very Cold,0
10.1,67,-4.45,Very Cold,0
10.1,68,-4.45,Very Cold,0
10.1,69,-4.44,Very Cold,0
10.1,70,-4.44,Very Cold,0
10.1,71,-4.44,Very Cold,0
10.1,72,-4.43,Very Cold,0
10.1,73,-4.43,Very Cold,0
10.1,74,-4.43,Very Cold,0
10.1,75,-4.43,Very Cold,0
10.1,76,-4.42,Very Cold,0
10.1,77,-4.42,Very Cold,0
10.1,78,-4.42,Very Cold,0
10.1,79,-4.42,Very Cold,0
10.1,80,-4.41,Very Cold,0
10.1,81,-4.41,Very Cold,0
10.1,82,-4.41,Very Cold,0
10.1,83,-4.4,Very Cold,0
10.1,84,-4.4,Very Cold,0
10.1,85,-4.4,Very Cold,0
10.1,86,-4.4,Very Cold,0
10.1,87,-4.39,Very Cold,0
10.1,88,-4.39,Very Cold,0
10.1,89,-4.39,Very Cold,0
10.1,90,-4.38,Very Cold,0
10.1,91,-4.38,Very Cold,0
10.1,92,-4.38,Very Cold,0
10.1,93,-4.38,Very Cold,0
10.1,94,-4.37,Very Cold,0
10.1,95,-4.37,Very Cold,0
10.1,96,-4.37,Very Cold,0
10.1,97,-4.37,Very Cold,0
10.1,98,-4.36,Very Cold,0
10.1,99,-4.36,Very Cold,0
10.1,100,-4.36,Very Cold,0
10.2,0,-4.6,Very Cold,0
10.2,1,-4.6,Very Cold,0
10.2,2,-4.6,Very Cold,0
10.2,3,-4.59,Very Cold,0
10.2,4,-4.59,Very Cold,0
10.2,5,-4.59,Very Cold,0
10.2,6,-4.59,Very Cold,0
10.2,7,-4.58,Very Cold,0
10.2,8,-4.58,Very Cold,0
10.2,9,-4.58,Very Cold,0
10.2,10,-4.57,Very Cold,0
10.2,11,-4.57,Very Cold,0
10.2,12,-4.57,Very Cold,0
10.2,13,-4.57,Very Cold,0
10.2,14,-4.56,Very Cold,0
10.2,15,-4.56,Very Cold,0
10.2,16,-4.56,Very Cold,0
10.2,17,-4.56,Very Cold,0
10.2,18,-4.55,Very Cold,0
10.2,19,-4.55,Very Cold,0
10.2,20,-4.55,Very Cold,0
10.2,21,-4.54,Very Cold,0
10.2,22,-4.54,Very Cold,0
10.2,23,-4.54,Very Cold,0
10.2,24,-4.54,Very Cold,0
10.2,25,-4.53,Very Cold,0
10.2,26,-4.53,Very Cold,0
10.2,27,-4.53,Very Cold,0
10.2,28,-4.53,Very Cold,0
10.2,29,-4.52,Very Cold,0
10.2,30,-4.52,Very Cold,0
10.2,31,-4.52,Very Cold,0
10.2,32,-4.51,Very Cold,0
10.2,33,-4.51,Very Cold,0
10.2,34,-4.51,Very Cold,0
10.2,35,-4.51,Very Cold,0
10.2,36,-4.5,Very Cold,0
10.2,37,-4.5,Very Cold,0
10.2,38,-4.5,Very Cold,0
10.2,39,-4.49,Very Cold,0
10.2,40,-4.49,Very Cold,0
10.2,41,-4.49,Very Cold,0
10.2,42,-4.49,Very Cold,0
10.2,43,-4.48,Very Cold,0
10.2,44,-4.48,Very Cold,0
10.2,45,-4.48,Very Cold,0
10.2,46,-4.48,Very Cold,0
10.2,47,-4.47,Very Cold,0
10.2,48,-4.47,Very Cold,0
10.2,49,-4.47,Very Cold,0
10.2,50,-4.46,Very Cold,0
10.2,51,-4.46,Very Cold,0
10.2,52,-4.46,Very Cold,0
10.2,53,-4.46,Very Cold,0
10.2,54,-4.45,Very Cold,0
10.2,55,-4.45,Very Cold,0
10.2,56,-4.45,Very Cold,0
10.2,57,-4.44,Very Cold,0
10.2,58,-4.44,Very Cold,0
10.2,59,-4.44,Very Cold,0
10.2,60,-4.44,Very Cold,0
10.2,61,-4.43,Very Cold,0
10.2,62,-4.43,Very Cold,0
10.2,63,-4.43,Very Cold,0
10.2,64,-4.43,Very Cold,0
10.2,65,-4.42,Very Cold,0
10.2,66,-4.42,Very Cold,0
10.2,67,-4.42,Very Cold,0
10.2,68,-4.41,Very Cold,0
10.2,69,-4.41,Very Cold,0
10.2,70,-4.41,Very Cold,0
10.2,71,-4.41,Very Cold,0
10.2,72,-4.4,Very Cold,0
10.2,73,-4.4,Very Cold,0
10.2,74,-4.4,Very Cold,0
10.2,75,-4.39,Very Cold,0
10.2,76,-4.39,Very Cold,0
10.2,77,-4.39,Very Cold,0
10.2,78,-4.39,Very Cold,0
10.2,79,-4.38,Very Cold,0
10.2,80,-4.38,Very Cold,0
10.2,81,-4.38,Very Cold,0
10.2,82,-4.38,Very Cold,0
10.2,83,-4.37,Very Cold,0
10.2,84,-4.37,Very Cold,0
10.2,85,-4.37,Very Cold,0
10.2,86,-4.36,Very Cold,0
10.2,87,-4.36,Very Cold,0
10.2,88,-4.36,Very Cold,0
10.2,89,-4.36,Very Cold,0
10.2,90,-4.35,Very Cold,0
10.2,91,-4.35,Very Cold,0
10.2,92,-4.35,Very Cold,0
10.2,93,-4.35,Very Cold,0
10.2,94,-4.34,Very Cold,0
10.2,95,-4.34,Very Cold,0
10.2,96,-4.34,Very Cold,0
10.2,97,-4.33,Very Cold,0
10.2,98,-4.33,Very Cold,0
10.2,99,-4.33,Very Cold,0
10.2,100,-4.33,Very Cold,0
10.299999999999999,0,-4.57,Very Cold,0
10.299999999999999,1,-4.57,Very Cold,0
10.299999999999999,2,-4.57,Very Cold,0
10.299999999999999,3,-4.56,Very Cold,0
10.299999999999999,4,-4.56,Very Cold,0
10.299999999999999,5,-4.56,Very Cold,0
10.299999999999999,6,-4.56,Very Cold,0
10.299999999999999,7,-4.55,Very Cold,0
10.299999999999999,8,-4.55,Very Cold,0
10.299999999999999,9,-4.55,Very Cold,0
10.299999999999999,10,-4.54,Very Cold,0
10.299999999999999,11,-4.54,Very Cold,0
10.299999999999999,12,-4.54,Very Cold,0
10.299999999999999,13,-4.54,Very Cold,0
10.299999999999999,14,-4.53,Very Cold,0
10.299999999999999,15,-4.53,Very Cold,0
10.299999999999999,16,-4.53,Very Cold,0
10.299999999999999,17,-4.53,Very Cold,0
10.299999999999999,18,-4.52,Very Cold,0
10.299999999999999,19,-4.52,Very Cold,0
10.299999999999999,20,-4.52,Very Cold,0
10.299999999999999,21,-4.51,Very Cold,0
10.299999999999999,22,-4.51,Very Cold,0
10.299999999999999,23,-4.51,Very Cold,0
10.299999999999999,24,-4.51,Very Cold,0
10.299999999999999,25,-4.5,Very Cold,0
10.299999999999999,26,-4.5,Very Cold,0
10.299999999999999,27,-4.5,Very Cold,0
10.299999999999999,28,-4.49,Very Cold,0
10.299999999999999,29,-4.49,Very Cold,0
10.299999999999999,30,-4.49,Very Cold,0
10.299999999999999,31,-4.49,Very Cold,0
10.299999999999999,32,-4.48,Very Cold,0
10.299999999999999,33,-4.48,Very Cold,0
10.299999999999999,34,-4.48,Very Cold,0
10.299999999999999,35,-4.48,Very Cold,0
10.299999999999999,36,-4.47,Very Cold,0
10.299999999999999,37,-4.47,Very Cold,0
10.299999999999999,38,-4.47,Very Cold,0
10.299999999999999,39,-4.46,Very Cold,0
10.299999999999999,40,-4.46,Very Cold,0
10.299999999999999,41,-4.46,Very Cold,0
10.299999999999999,42,-4.46,Very Cold,0
10.299999999999999,43,-4.45,Very Cold,0
10.299999999999999,44,-4.45,Very Cold,0
10.299999999999999,45,-4.45,Very Cold,0
10.299999999999999,46,-4.44,Very Cold,0
10.299999999999999,47,-4.44,Very Cold,0
10.299999999999999,48,-4.44,Very Cold,0
10.299999999999999,49,-4.44,Very Cold,0
10.299999999999999,50,-4.43,Very Cold,0
10.299999999999999,51,-4.43,Very Cold,0
10.299999999999999,52,-4.43,Very Cold,0
10.299999999999999,53,-4.43,Very Cold,0
10.299999999999999,54,-4.42,Very Cold,0
10.299999999999999,55,-4.42,Very Cold,0
10.299999999999999,56,-4.42,Very Cold,0
10.299999999999999,57,-4.41,Very Cold,0
10.299999999999999,58,-4.41,Very Cold,0
10.299999999999999,59,-4.41,Very Cold,0
10.299999999999999,60,-4.41,Very Cold,0
10.299999999999999,61,-4.4,Very Cold,0
10.299999999999999,62,-4.4,Very Cold,0
10.299999999999999,63,-4.4,Very Cold,0
10.299999999999999,64,-4.39,Very Cold,0
10.299999999999999,65,-4.39,Very Cold,0
10.299999999999999,66,-4.39,Very Cold,0
10.299999999999999,67,-4.39,Very Cold,0
10.299999999999999,68,-4.38,Very Cold,0
10.299999999999999,69,-4.38,Very Cold,0
10.299999999999999,70,-4.38,Very Cold,0
10.299999999999999,71,-4.37,Very Cold,0
10.299999999999999,72,-4.37,Very Cold,0
10.299999999999999,73,-4.37,Very Cold,0
10.299999999999999,74,-4.37,Very Cold,0
10.299999999999999,75,-4.36,Very Cold,0
10.299999999999999,76,-4.36,Very Cold,0
10.299999999999999,77,-4.36,Very Cold,0
10.299999999999999,78,-4.36,Very Cold,0
10.299999999999999,79,-4.35,Very Cold,0
10.299999999999999,80,-4.35,Very Cold,0
10.299999999999999,81,-4.35,Very Cold,0
10.299999999999999,82,-4.34,Very Cold,0
10.299999999999999,83,-4.34,Very Cold,0
10.299999999999999,84,-4.34,Very Cold,0
10.299999999999999,85,-4.34,Very Cold,0
10.299999999999999,86,-4.33,Very Cold,0
10.299999999999999,87,-4.33,Very Cold,0
10.299999999999999,88,-4.33,Very Cold,0
10.299999999999999,89,-4.32,Very Cold,0
10.299999999999999,90,-4.32,Very Cold,0
10.299999999999999,91,-4.32,Very Cold,0
10.299999999999999,92,-4.32,Very Cold,0
10.299999999999999,93,-4.31,Very Cold,0
10.299999999999999,94,-4.31,Very Cold,0
10.299999999999999,95,-4.31,Very Cold,0
10.299999999999999,96,-4.31,Very Cold,0
10.299999999999999,97,-4.3,Very Cold,0
10.299999999999999,98,-4.3,Very Cold,0
10.299999999999999,99,-4.3,Very Cold,0
10.299999999999999,100,-4.29,Very Cold,0
10.399999999999999,0,-4.54,Very Cold,0
10.399999999999999,1,-4.54,Very Cold,0
10.399999999999999,2,-4.54,Very Cold,0
10.399999999999999,3,-4.53,Very Cold,0
10.399999999999999,4,-4.53,Very Cold,0
10.399999999999999,5,-4.53,Very Cold,0
10.399999999999999,6,-4.53,Very Cold,0
10.399999999999999,7,-4.52,Very Cold,0
10.399999999999999,8,-4.52,Very Cold,0
10.399999999999999,9,-4.52,Very Cold,0
10.399999999999999,10,-4.51,Very Cold,0
10.399999999999999,11,-4.51,Very Cold,0
10.399999999999999,12,-4.51,Very Cold,0
10.399999999999999,13,-4.51,Very Cold,0
10.399999999999999,14,-4.5,Very Cold,0
10.399999999999999,15,-4.5,Very Cold,0
10.399999999999999,16,-4.5,Very Cold,0
10.399999999999999,17,-4.5,Very Cold,0
10.399999999999999,18,-4.49,Very Cold,0
10.399999999999999,19,-4.49,Very Cold,0
10.399999999999999,20,-4.49,Very Cold,0
10.399999999999999,21,-4.48,Very Cold,0
10.399999999999999,22,-4.48,Very Cold,0
10.399999999999999,23,-4.48,Very Cold,0
10.399999999999999,24,-4.48,Very Cold,0
10.399999999999999,25,-4.47,Very Cold,0
10.399999999999999,26,-4.47,Very Cold,0
10.399999999999999,27,-4.47,Very Cold,0
10.399999999999999,28,-4.46,Very Cold,0
10.399999999999999,29,-4.46,Very Cold,0
10.399999999999999,30,-4.46,Very Cold,0
10.399999999999999,31,-4.46,Very Cold,0
10.399999999999999,32,-4.45,Very Cold,0
10.399999999999999,33,-4.45,Very Cold,0
10.399999999999999,34,-4.45,Very Cold,0
10.399999999999999,35,-4.44,Very Cold,0
10.399999999999999,36,-4.44,Very Cold,0
10.399999999999999,37,-4.44,Very Cold,0
10.399999999999999,38,-4.44,Very Cold,0
10.399999999999999,39,-4.43,Very Cold,0
10.399999999999999,40,-4.43,Very Cold,0
10.399999999999999,41,-4.43,Very Cold,0
10.399999999999999,42,-4.43,Very Cold,0
10.399999999999999,43,-4.42,Very Cold,0
10.399999999999999,44,-4.42,Very Cold,0
10.399999999999999,45,-4.42,Very Cold,0
10.399999999999999,46,-4.41,Very Cold,0
10.399999999999999,47,-4.41,Very Cold,0
10.399999999999999,48,-4.41,Very Cold,0
10.399999999999999,49,-4.41,Very Cold,0
10.399999999999999,50,-4.4,Very Cold,0
10.399999999999999,51,-4.4,Very Cold,0
10.399999999999999,52,-4.4,Very Cold,0
10.399999999999999,53,-4.39,Very Cold,0
10.399999999999999,54,-4.39,Very Cold,0
10.399999999999999,55,-4.39,Very Cold,0
10.399999999999999,56,-4.39,Very Cold,0
10.399999999999999,57,-4.38,Very Cold,0
10.399999999999999,58,-4.38,Very Cold,0
10.399999999999999,59,-4.38,Very Cold,0
10.399999999999999,60,-4.37,Very Cold,0
10.399999999999999,61,-4.37,Very Cold,0
10.399999999999999,62,-4.37,Very Cold,0
10.399999999999999,63,-4.37,Very Cold,0
10.399999999999999,64,-4.36,Very Cold,0
10.399999999999999,65,-4.36,Very Cold,0
10.399999999999999,66,-4.36,Very Cold,0
10.399999999999999,67,-4.36,Very Cold,0
10.399999999999999,68,-4.35,Very Cold,0
10.399999999999999,69,-4.35,Very Cold,0
10.399999999999999,70,-4.35,Very Cold,0
10.399999999999999,71,-4.34,Very Cold,0
10.399999999999999,72,-4.34,Very Cold,0
10.399999999999999,73,-4.34,Very Cold,0
10.399999999999999,74,-4.34,Very Cold,0
10.399999999999999,75,-4.33,Very Cold,0
10.399999999999999,76,-4.33,Very Cold,0
10.399999999999999,77,-4.33,Very Cold,0
10.399999999999999,78,-4.32,Very Cold,0
10.399999999999999,79,-4.32,Very Cold,0
10.399999999999999,80,-4.32,Very Cold,0
10.399999999999999,81,-4.32,Very Cold,0
10.399999999999999,82,-4.31,Very Cold,0
10.399999999999999,83,-4.31,Very Cold,0
10.399999999999999,84,-4.31,Very Cold,0
10.399999999999999,85,-4.3,Very Cold,0
10.399999999999999,86,-4.3,Very Cold,0
10.399999999999999,87,-4.3,Very Cold,0
10.399999999999999,88,-4.3,Very Cold,0
10.399999999999999,89,-4.29,Very Cold,0
10.399999999999999,90,-4.29,Very Cold,0
10.399999999999999,91,-4.29,Very Cold,0
10.399999999999999,92,-4.28,Very Cold,0
10.399999999999999,93,-4.28,Very Cold,0
10.399999999999999,94,-4.28,Very Cold,0
10.399999999999999,95,-4.28,Very Cold,0
10.399999999999999,96,-4.27,Very Cold,0
10.399999999999999,97,-4.27,Very Cold,0
10.399999999999999,98,-4.27,Very Cold,0
10.399999999999999,99,-4.27,Very Cold,0
10.399999999999999,100,-4.26,Very Cold,0
10.499999999999998,0,-4.51,Very Cold,0
10.499999999999998,1,-4.51,Very Cold,0
10.499999999999998,2,-4.51,Very Cold,0
10.499999999999998,3,-4.5,Very Cold,0
10.499999999999998,4,-4.5,Very Cold,0
10.499999999999998,5,-4.5,Very Cold,0
10.499999999999998,6,-4.5,Very Cold,0
10.499999999999998,7,-4.49,Very Cold,0
10.499999999999998,8,-4.49,Very Cold,0
10.499999999999998,9,-4.49,Very Cold,0
10.499999999999998,10,-4.48,Very Cold,0
10.499999999999998,11,-4.48,Very Cold,0
10.499999999999998,12,-4.48,Very Cold,0
10.499999999999998,13,-4.48,Very Cold,0
10.499999999999998,14,-4.47,Very Cold,0
10.499999999999998,15,-4.47,Very Cold,0
10.499999999999998,16,-4.47,Very Cold,0
10.499999999999998,17,-4.47,Very Cold,0
10.499999999999998,18,-4.46,Very Cold,0
10.499999999999998,19,-4.46,Very Cold,0
10.499999999999998,20,-4.46,Very Cold,0
10.499999999999998,21,-4.45,Very Cold,0
10.499999999999998,22,-4.45,Very Cold,0
10.499999999999998,23,-4.45,Very Cold,0
10.499999999999998,24,-4.45,Very Cold,0
10.499999999999998,25,-4.44,Very Cold,0
10.499999999999998,26,-4.44,Very Cold,0
10.499999999999998,27,-4.44,Very Cold,0
10.499999999999998,28,-4.43,Very Cold,0
10.499999999999998,29,-4.43,Very Cold,0
10.499999999999998,30,-4.43,Very Cold,0
10.499999999999998,31,-4.43,Very Cold,0
10.499999999999998,32,-4.42,Very Cold,0
10.499999999999998,33,-4.42,Very Cold,0
10.499999999999998,34,-4.42,Very Cold,0
10.499999999999998,35,-4.41,Very Cold,0
10.499999999999998,36,-4.41,Very Cold,0
10.499999999999998,37,-4.41,Very Cold,0
10.499999999999998,38,-4.41,Very Cold,0
10.499999999999998,39,-4.4,Very Cold,0
10.499999999999998,40,-4.4,Very Cold,0
10.499999999999998,41,-4.4,Very Cold,0
10.499999999999998,42,-4.39,Very Cold,0
10.499999999999998,43,-4.39,Very Cold,0
10.499999999999998,44,-4.39,Very Cold,0
10.499999999999998,45,-4.39,Very Cold,0
10.499999999999998,46,-4.38,Very Cold,0
10.499999999999998,47,-4.38,Very Cold,0
10.499999999999998,48,-4.38,Very Cold,0
10.499999999999998,49,-4.37,Very Cold,0
10.499999999999998,50,-4.37,Very Cold,0
10.499999999999998,51,-4.37,Very Cold,0
10.499999999999998,52,-4.37,Very Cold,0
10.499999999999998,53,-4.36,Very Cold,0
10.499999999999998,54,-4.36,Very Cold,0
10.499999999999998,55,-4.36,Very Cold,0
10.499999999999998,56,-4.36,Very Cold,0
10.499999999999998,57,-4.35,Very Cold,0
10.499999999999998,58,-4.35,Very Cold,0
10.499999999999998,59,-4.35,Very Cold,0
10.499999999999998,60,-4.34,Very Cold,0
10.499999999999998,61,-4.34,Very Cold,0
10.499999999999998,62,-4.34,Very Cold,0
10.499999999999998,63,-4.34,Very Cold,0
10.499999999999998,64,-4.33,Very Cold,0
10.499999999999998,65,-4.33,Very Cold,0
10.499999999999998,66,-4.33,Very Cold,0
10.499999999999998,67,-4.32,Very Cold,0
10.499999999999998,68,-4.32,Very Cold,0
10.499999999999998,69,-4.32,Very Cold,0
10.499999999999998,70,-4.32,Very Cold,0
10.499999999999998,71,-4.31,Very Cold,0
10.499999999999998,72,-4.31,Very Cold,0
10.499999999999998,73,-4.31,Very Cold,0
10.499999999999998,74,-4.3,Very Cold,0
10.499999999999998,75,-4.3,Very Cold,0
10.499999999999998,76,-4.3,Very Cold,0
10.499999999999998,77,-4.3,Very Cold,0
10.499999999999998,78,-4.29,Very Cold,0
10.499999999999998,79,-4.29,Very Cold,0
10.499999999999998,80,-4.29,Very Cold,0
10.499999999999998,81,-4.28,Very Cold,0
10.499999999999998,82,-4.28,Very Cold,0
10.499999999999998,83,-4.28,Very Cold,0
10.499999999999998,84,-4.28,Very Cold,0
10.499999999999998,85,-4.27,Very Cold,0
10.499999999999998,86,-4.27,Very Cold,0
10.499999999999998,87,-4.27,Very Cold,0
10.499999999999998,88,-4.26,Very Cold,0
10.499999999999998,89,-4.26,Very Cold,0
10.499999999999998,90,-4.26,Very Cold,0
10.499999999999998,91,-4.26,Very Cold,0
10.499999999999998,92,-4.25,Very Cold,0
10.499999999999998,93,-4.25,Very Cold,0
10.499999999999998,94,-4.25,Very Cold,0
10.499999999999998,95,-4.24,Very Cold,0
10.499999999999998,96,-4.24,Very Cold,0
10.499999999999998,97,-4.24,Very Cold,0
10.499999999999998,98,-4.24,Very Cold,0
10.499999999999998,99,-4.23,Very Cold,0
10.499999999999998,100,-4.23,Very Cold,0
10.599999999999998,0,-4.48,Very Cold,0
10.599999999999998,1,-4.48,Very Cold,0
10.599999999999998,2,-4.48,Very Cold,0
10.599999999999998,3,-4.47,Very Cold,0
10.599999999999998,4,-4.47,Very Cold,0
10.599999999999998,5,-4.47,Very Cold,0
10.599999999999998,6,-4.47,Very Cold,0
10.599999999999998,7,-4.46,Very Cold,0
10.599999999999998,8,-4.46,Very Cold,0
10.599999999999998,9,-4.46,Very Cold,0
10.599999999999998,10,-4.45,Very Cold,0
10.599999999999998,11,-4.45,Very Cold,0
10.599999999999998,12,-4.45,Very Cold,0
10.599999999999998,13,-4.45,Very Cold,0
10.599999999999998,14,-4.44,Very Cold,0
10.599999999999998,15,-4.44,Very Cold,0
10.599999999999998,16,-4.44,Very Cold,0
10.599999999999998,17,-4.44,Very Cold,0
10.599999999999998,18,-4.43,Very Cold,0
10.599999999999998,19,-4.43,Very Cold,0
10.599999999999998,20,-4.43,Very Cold,0
10.599999999999998,21,-4.42,Very Cold,0
10.599999999999998,22,-4.42,Very Cold,0
10.599999999999998,23,-4.42,Very Cold,0
10.599999999999998,24,-4.42,Very Cold,0
10.599999999999998,25,-4.41,Very Cold,0
10.599999999999998,26,-4.41,Very Cold,0
10.599999999999998,27,-4.41,Very Cold,0
10.599999999999998,28,-4.4,Very Cold,0
10.599999999999998,29,-4.4,Very Cold,0
10.599999999999998,30,-4.4,Very Cold,0
10.599999999999998,31,-4.4,Very Cold,0
10.599999999999998,32,-4.39,Very Cold,0
10.599999999999998,33,-4.39,Very Cold,0
10.599999999999998,34,-4.39,Very Cold,0
10.599999999999998,35,-4.38,Very Cold,0
10.599999999999998,36,-4.38,Very Cold,0
10.599999999999998,37,-4.38,Very Cold,0
10.599999999999998,38,-4.38,Very Cold,0
10.599999999999998,39,-4.37,Very Cold,0
10.599999999999998,40,-4.37,Very Cold,0
10.599999999999998,41,-4.37,Very Cold,0
10.599999999999998,42,-4.36,Very Cold,0
10.599999999999998,43,-4.36,Very Cold,0
10.599999999999998,44,-4.36,Very Cold,0
10.599999999999998,45,-4.36,Very Cold,0
10.599999999999998,46,-4.35,Very Cold,0
10.599999999999998,47,-4.35,Very Cold,0
10.599999999999998,48,-4.35,Very Cold,0
10.599999999999998,49,-4.34,Very Cold,0
10.599999999999998,50,-4.34,Very Cold,0
10.599999999999998,51,-4.34,Very Cold,0
10.599999999999998,52,-4.34,Very Cold,0
10.599999999999998,53,-4.33,Very Cold,0
