CycleTime,ModTime,dt,TskMean,TskHead,TskNeck,TskChest,TskBack,TskPelvis,TskLshoulder,TskLArm,TskLHand,TskRShoulder,TskRArm,TskRHand,TskLThigh,TskLLeg,TskLFoot,TskRThigh,TskRLeg,TskRFoot,TcrHead,TcrNeck,TcrChest,TcrBack,TcrPelvis,TcrLshoulder,TcrLArm,TcrLHand,TcrRShoulder,TcrRArm,TcrRHand,TcrLThigh,TcrLLeg,TcrLFoot,TcrRThigh,TcrRLeg,TcrRFoot,WetMean,WetHead,WetNeck,WetChest,WetBack,WetPelvis,WetLshoulder,WetLArm,WetLHand,WetRShoulder,WetRArm,WetRHand,WetLThigh,WetLLeg,WetLFoot,WetRThigh,WetRLeg,WetRFoot,Wle,CO,Met,RES,THLskHead,THLskNeck,THLskChest,THLskBack,THLskPelvis,THLskLshoulder,THLskLArm,THLskLHand,THLskRShoulder,THLskRArm,THLskRHand,THLskLThigh,THLskLLeg,THLskLFoot,THLskRThigh,THLskRLeg,THLskRFoot
-,sec,sec,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g/sec,L/h,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
The counts of executing one cycle calculation,Simulation times,Time delta of the model,Mean skin temperature,Skin temperature (Head),Skin temperature (Neck),Skin temperature (Chest),Skin temperature (Back),Skin temperature (Pelvis),Skin temperature (Lshoulder),Skin temperature (LArm),Skin temperature (LHand),Skin temperature (RShoulder),Skin temperature (RArm),Skin temperature (RHand),Skin temperature (LThigh),Skin temperature (LLeg),Skin temperature (LFoot),Skin temperature (RThigh),Skin temperature (RLeg),Skin temperature (RFoot),Core temperature (Head),Core temperature (Neck),Core temperature (Chest),Core temperature (Back),Core temperature (Pelvis),Core temperature (Lshoulder),Core temperature (LArm),Core temperature (LHand),Core temperature (RShoulder),Core temperature (RArm),Core temperature (RHand),Core temperature (LThigh),Core temperature (LLeg),Core temperature (LFoot),Core temperature (RThigh),Core temperature (RLeg),Core temperature (RFoot),Mean skin wettedness,Skin wettedness (Head),Skin wettedness (Neck),Skin wettedness (Chest),Skin wettedness (Back),Skin wettedness (Pelvis),Skin wettedness (Lshoulder),Skin wettedness (LArm),Skin wettedness (LHand),Skin wettedness (RShoulder),Skin wettedness (RArm),Skin wettedness (RHand),Skin wettedness (LThigh),Skin wettedness (LLeg),Skin wettedness (LFoot),Skin wettedness (RThigh),Skin wettedness (RLeg),Skin wettedness (RFoot),Weight loss by the evaporation and respiration of the whole body,Cardiac output (the sum of the whole blood flow),Total heat production of the whole body,Heat loss by respiration,Heat loss from the skin (Head),Heat loss from the skin (Neck),Heat loss from the skin (Chest),Heat loss from the skin (Back),Heat loss from the skin (Pelvis),Heat loss from the skin (Lshoulder),Heat loss from the skin (LArm),Heat loss from the skin (LHand),Heat loss from the skin (RShoulder),Heat loss from the skin (RArm),Heat loss from the skin (RHand),Heat loss from the skin (LThigh),Heat loss from the skin (LLeg),Heat loss from the skin (LFoot),Heat loss from the skin (RThigh),Heat loss from the skin (RLeg),Heat loss from the skin (RFoot)
27,0:27:00,60,35.11137300417591,35.49921576105775,35.525658073796656,35.066122135479226,34.541943974549405,35.929935520802076,34.835498489026556,35.06756389186685,35.654145507763694,34.83549848902646,35.06756389186675,35.65414550776363,34.721210435882604,34.954289919566484,35.70514852686652,34.721210435882675,34.95428991956653,35.70514852686654,37.0745489454583,36.64777045698378,36.83821153402989,36.886027983123796,37.0369149308211,36.20264461181884,35.91528143253991,35.95429909604128,36.20264461181872,35.91528143253972,35.95429909604124,36.47275177427902,36.20853332288615,35.961397211651395,36.47275177427913,36.20853332288639,35.96139721165144,0.08624156347260409,0.08730663975531822,0.08730231480720518,0.11050817955964186,0.09289348507988437,0.10356488738079295,0.0839632439658499,0.07938021244078564,0.0729240477041077,0.08396324396585014,0.07938021244078597,0.07292404770410772,0.0778888987320602,0.07750284645137423,0.07542561408816614,0.07788889873206023,0.07750284645137384,0.07542561408816602,0.010923030378664201,285.2342048880526,90.60443758368213,6.999595935753062,5.041723637743973,1.3336498366339007,6.765114682940379,7.270140792225652,10.352499334258184,4.222053069054062,2.694010939122228,2.4381374880031252,4.222053069054024,2.694010939122191,2.4381374880031084,7.9423103954572705,4.42058062718034,2.7086431229496246,7.942310395457359,4.420580627180385,2.7086431229496366
28,0:28:00,60,35.11238710026429,35.50006928012581,35.52526387415286,35.06300928344657,34.53846399024219,35.92840341808757,34.83791993526674,35.071638689675524,35.65658198647672,34.83791993526666,35.07163868967541,35.65658198647666,34.72309946117996,34.95798288249444,35.70886880473164,34.723099461180034,34.95798288249452,35.70886880473166,37.07480000448762,36.647934459858334,36.83825208304623,36.8860483765037,37.036690626340764,36.2064307171583,35.924878172945775,35.95692225423508,36.2064307171582,35.92487817294558,35.95692225423503,36.473858888902726,36.21353868991608,35.965638101041634,36.47385888890283,36.21353868991632,35.96563810104166,0.08660864195323506,0.08768828031287716,0.08768440553110879,0.11121712819579259,0.09335561189796936,0.10417509934185726,0.0842975887075569,0.07965015979163889,0.07310441788216118,0.08429758870755716,0.0796501597916391,0.07310441788216121,0.07813859925121289,0.07774667736777961,0.07564060266280434,0.07813859925121283,0.07774667736777927,0.07564060266280428,0.010960260176295731,285.2663786267214,90.60604383448991,6.999720025774764,5.047686234767345,1.334989465943059,6.774343453577566,7.276759489261483,10.367387549521709,4.227666666875203,2.697733309028834,2.440280274338914,4.227666666875155,2.6977333090288047,2.440280274338895,7.950513967443857,4.425988689522541,2.7115931689221897,7.95051396744393,4.425988689522563,2.7115931689221933
29,0:29:00,60,35.113339378962806,35.5008066064225,35.52494245839894,35.060164206717815,34.5353442107065,35.92692802045856,34.840274310584576,35.075524897421026,35.65883962755708,34.84027431058447,35.07552489742092,35.65883962755705,34.724871032014036,34.96137171440116,35.712138682241665,34.72487103201406,34.96137171440121,35.71213868224168,37.075044138384,36.6481074468342,36.83830747837577,36.88608815617049,37.03649901924291,36.21009701502338,35.93413358560992,35.95934044186867,36.21009701502327,35.93413358560973,35.95934044186862,36.47496057883739,36.21846933638628,35.969357635517895,36.474960578837496,36.21846933638651,35.969357635517916,0.08696335221555931,0.08805709709644807,0.0880536081031575,0.11190213492536166,0.09380208518915846,0.10476478224694027,0.08462064268515249,0.07991100350521288,0.07327872375306795,0.08462064268515285,0.07991100350521324,0.07327872375306797,0.078379894304019,0.0779823257558013,0.0758484055196875,0.07837989430401893,0.07798232575580095,0.07584840551968744,0.01099622409822077,285.2973045639563,90.60746908479958,6.999830132702646,5.053389582044622,1.336296782454139,6.783417223848734,7.28342405063618,10.38178341223469,4.23311053249153,2.701313897561189,2.442316635874268,4.233110532491486,2.7013138975611524,2.442316635874249,7.958382829544557,4.431097343543572,2.714320447191474,7.95838282954463,4.431097343543613,2.7143204471914792
30,0:30:00,60,35.114232424497295,35.50144102839061,35.52467536922951,35.05755035214405,34.532534305372906,35.925502743319974,34.842550728795146,35.079231135493096,35.66094310087729,34.84255072879504,35.07923113549302,35.66094310087728,34.72653312125617,34.9644910717832,35.715023314404625,34.726533121256246,34.964491071783264,35.71502331440464,37.07528313672781,36.64828779788522,36.83837671335345,36.88614565274353,37.03633728327436,36.21364704768683,35.94305890793388,35.96158266797018,36.21364704768673,35.94305890793369,35.96158266797013,36.47605567639755,36.22332365793803,35.972631721235345,36.47605567639766,36.223323657938266,35.97263172123537,0.08730960447307397,0.08841715297530905,0.08841399511953847,0.11257073839503925,0.09423782211498376,0.10534042497492375,0.08493598154268203,0.08016563037597635,0.07344888652087353,0.08493598154268227,0.08016563037597665,0.07344888652087359,0.07861544735696,0.07821239196824253,0.07605130927766274,0.07861544735695995,0.07821239196824219,0.07605130927766268,0.011031312582848831,285.32732577860935,90.60873791888645,6.999928155781366,5.058899598415477,1.3375829997513722,6.792432077800281,7.290191180636505,10.395856540281876,4.2384209170143,2.7047792282039254,2.4442698462824644,4.238420917014245,2.7047792282038916,2.4442698462824546,7.9659893357945215,4.435961653119657,2.7168663280141185,7.96598933579454,4.435961653119683,2.7168663280141216
31,0:31:00,60,35.11506924017417,35.50198450763933,35.524448865969894,35.05513549360198,34.52999051233517,35.9241221646278,34.84474294456449,35.08276677709627,35.66291268238994,34.84474294456439,35.082766777096204,35.6629126823899,34.728093942312015,34.96737186905144,35.71757813731595,34.72809394231211,34.967371869051505,35.71757813731596,37.07551795000539,36.648473754936425,36.838458593479004,36.886219083915634,37.03620275604545,36.21708410741764,35.95166510586996,35.96367280730809,36.217084107417534,35.951665105869786,35.96367280730804,36.477143121848684,36.22810047200236,35.97552482717079,36.47714312184879,36.2281004720026,35.975524827170815,0.08764944941696978,0.08877057630243469,0.08876770322779588,0.11322689889251816,0.0946654084527292,0.10590542982281331,0.08524548112674939,0.08041555327075299,0.07361591221203745,0.08524548112674957,0.0804155532707533,0.07361591221203745,0.07884665401305184,0.07843823655765232,0.07625050883999593,0.07884665401305178,0.078438236557652,0.07625050883999587,0.011065730781654827,285.3566346994234,90.6098721846183,7.0000157828559155,5.064254146945799,1.3388531031905522,6.801425559767576,7.297071141807162,10.409692954072892,4.243615544394846,2.708144778795789,2.44615468438673,4.2436155443947925,2.7081447787957655,2.446154684386728,7.9733756528394135,4.440618552730065,2.7192605507110885,7.973375652839494,4.440618552730099,2.719260550711092
32,0:32:00,60,35.11585319373745,35.502447799611595,35.5242528302077,35.05289189079982,34.527675271642664,35.922781905430014,34.84684828427616,35.086141470376205,35.6647650685637,34.846848284276064,35.08614147037614,35.664765068563675,34.72956170516154,34.97004170320763,35.719850340740685,34.72956170516162,34.97004170320766,35.71985034074069,37.07574902816932,36.64866366208963,36.83855183657769,36.886306652068505,37.036092948070056,36.22041131871994,35.95996288315717,35.96563054631953,36.22041131871984,35.959962883157,35.96563054631948,36.47822196681965,36.23279896460888,35.97809174065972,36.47822196681977,36.23279896460912,35.97809174065975,0.08798381752029247,0.0891183303944619,0.08911570269881999,0.11387242003805664,0.09508602459332663,0.10646133977186674,0.08554999309773476,0.0806614575816656,0.07378025583615112,0.08554999309773509,0.08066145758166592,0.07378025583615118,0.07907414627000993,0.07866047359951758,0.0764465420504962,0.07907414627000978,0.07866047359951725,0.07644654205049614,0.01109957244104939,285.38533142938877,90.61089093746241,7.0000944860459295,5.069473938296731,1.3401084990144136,6.810401827589792,7.304048766130424,10.423328903825437,4.2487016778222015,2.711419377512744,2.4479804698967578,4.248701677822148,2.7114193775127244,2.4479804698967467,7.980565671431041,4.445093436404415,2.7215249351381816,7.98056567143114,4.445093436404448,2.721524935138185
33,0:33:00,60,35.11658788630402,35.50284054891668,35.52407987745645,35.05079603397293,34.52555662027417,35.92147845296627,34.84886664063437,35.089364745568524,35.6665140536412,34.84886664063428,35.08936474556844,35.666514053641194,34.73094442439586,34.97252515197323,35.721880117204115,34.73094442439592,34.972525151973265,35.72188011720413,37.07597654283413,36.64885607678548,36.83865514609646,36.88640661275422,37.03600554691408,36.22363169557684,35.96796268507188,35.967472159751345,36.22363169557673,35.96796268507172,35.9674721597513,36.479291374794016,36.237418644190825,35.98037905670462,36.47929137479412,36.23741864419105,35.98037905670465,0.08831301701982656,0.08946073175006548,0.08945831581029823,0.11450790666321248,0.09550006948635448,0.1070086651536317,0.08584980005683905,0.08090356924401738,0.07394206659530811,0.08584980005683931,0.0809035692440177,0.07394206659530816,0.07929813211732656,0.07887930289504173,0.07663958233027121,0.07929813211732646,0.07887930289504147,0.07663958233027113,0.011132869570452746,285.4134632938103,90.61181057559402,7.000165532183404,5.074569879505669,1.3413487656301522,6.819348222321949,7.311097188151629,10.436773467273387,4.253681316032437,2.7146081123934467,2.4497531614019596,4.253681316032386,2.714608112393428,2.44975316140195,7.987572993500854,4.4494045845008285,2.7236759861246833,7.987572993500944,4.449404584500844,2.7236759861246846
34,0:34:00,60,35.11727700625298,35.503171374352036,35.523924653159455,35.048828187951855,34.523607497793506,35.92020898309678,34.85079962671259,35.09244573579585,35.66817108133419,34.85079962671253,35.09244573579577,35.668171081334165,34.73224977346698,34.97484401560092,35.72370171681432,34.73224977346701,34.974844015600965,35.72370171681436,37.0762005245552,36.649049801835616,36.83876726039731,36.88651731789742,37.03593841602063,36.22674817813153,35.975674697851275,35.96921114457412,36.2267481781314,35.97567469785111,35.969211144574075,36.48035061842524,36.24195930016235,35.98242643391741,36.480350618425334,36.24195930016257,35.982426433917446,0.08863704690145395,0.08979777569103449,0.08979554267266823,0.11513336701150989,0.09590755293400838,0.10754740320218302,0.08614490164137256,0.08114188599756944,0.07410134194076311,0.08614490164137278,0.08114188599756975,0.07410134194076312,0.07951860893932645,0.07909471870294454,0.07682962250277872,0.07951860893932632,0.07909471870294417,0.07682962250277867,0.011165623588972096,285.44104991436285,90.61264508155575,7.000230001481971,5.0795477041179495,1.3425727221134571,6.828245382536368,7.318186114592817,10.450022628626403,4.258554277905697,2.717714129350215,2.4514767231328376,4.258554277905651,2.717714129350189,2.451476723132836,7.994405911943993,4.453565964487571,2.725726635202091,7.994405911944063,4.45356596448759,2.7257266352020944
35,0:35:00,60,35.11792420038632,35.50344795091664,35.52378328795753,35.046971870178844,34.52180505427677,35.91897120629823,34.852649918297104,35.09539300674782,35.669745689739,34.85264991829703,35.09539300674773,35.66974568973895,34.733484980706756,34.97701753952891,35.725344337778616,34.73348498070681,34.97701753952899,35.725344337778665,37.076420942356506,36.649243874131116,36.838886983081466,36.88663723952268,37.03588958918491,36.2297636538922,35.983108845491614,35.97085873520795,36.22976365389207,35.98310884549146,35.970858735207905,36.481399074203615,36.24642096529465,35.98426765117197,36.48139907420372,36.24642096529488,35.984267651172004,0.08895577999464685,0.09012932681124518,0.09012725185430867,0.11574856514452228,0.09630832518574658,0.10807734196898797,0.08643518192808783,0.08137631264355598,0.07425801764881738,0.08643518192808818,0.08137631264355641,0.07425801764881745,0.07973548833205626,0.07930663180118314,0.0770165822519488,0.07973548833205624,0.07930663180118276,0.07701658225194868,0.011197823494236913,285.4680980703964,90.6134063090991,7.000288809696675,5.084410697642317,1.343779023784796,6.837072904707295,7.325286336322767,10.463067425020693,4.263319866332029,2.720739667430481,2.4531539695492257,4.2633198663319956,2.7207396674304545,2.453153969549218,8.001070288278337,4.457588907667522,2.7276873638958863,8.001070288278362,4.457588907667544,2.7276873638959005
36,0:36:00,60,35.118532975444275,35.50367709108409,35.523652985489264,35.04521333964061,34.52013001039628,35.91776324404045,34.854420774648695,35.09821447507609,35.671245868734204,34.85442077464862,35.09821447507603,35.67124586873418,34.734656762185445,34.97906263366323,35.726832879356806,34.734656762185516,34.979062633663304,35.72683287935685,37.076637746346094,36.64943753348439,36.839013199495255,36.88676497969302,37.035857262035314,36.23268096813405,35.990274785516135,35.972424321261265,36.23268096813393,35.990274785515986,35.97242432126123,36.48243621525906,36.25080388152769,35.98593149668314,36.48243621525917,36.250803881527915,35.985931496683186,0.0892690611105753,0.09045522101533086,0.09045328257479911,0.1163532099311016,0.09670220008916634,0.10859822319818277,0.0867204991948573,0.08160673351826031,0.07441201606227277,0.0867204991948575,0.08160673351826073,0.07441201606227281,0.07994866298929669,0.07951493487340755,0.07720036565171565,0.0799486629892966,0.07951493487340718,0.07720036565171555,0.011229455561515327,285.49460984451986,90.61410427527564,7.0003427306893204,5.089161179408302,1.344966454689777,6.845812146375054,7.332371842306734,10.47589824223239,4.267977648335567,2.723686606603616,2.454787061133664,4.267977648335533,2.723686606603586,2.454787061133649,8.00757106712983,4.461483060392752,2.7295669102556364,8.007571067129888,4.461483060392795,2.7295669102556523
37,0:37:00,60,35.11910663176842,35.50386482498643,35.5235317166994,35.04354113508536,34.518566091851795,35.91658353397846,34.8561157094908,35.10091739119388,35.67267834700043,34.85611570949072,35.10091739119381,35.67267834700039,34.735771285760634,34.98099409183396,35.72818857983759,34.73577128576072,34.98099409183408,35.728188579837635,37.07685088816741,36.64963018565871,36.839144883807144,36.886899271377835,37.03583978178383,36.235502927308815,35.997181904933846,35.97391578593251,36.23550292730869,35.99718190493369,35.97391578593247,36.48346160307256,36.255108469095724,35.987442517268704,36.483461603072676,36.255108469095944,35.987442517268754,0.08957675325982604,0.0907753135354686,0.09077349285069991,0.11694704414329926,0.09708901317099039,0.1091098190091149,0.0870007282231639,0.08183304660259144,0.0745632687742292,0.0870007282231643,0.08183304660259179,0.07456326877422922,0.08015803819005257,0.07971953326606597,0.07738088819575281,0.0801580381900525,0.07971953326606564,0.07738088819575278,0.011260507880288236,285.5205866354123,90.61474743464748,7.000392417612448,5.093801225121919,1.3461340404827369,6.854447326546593,7.339420517190152,10.488506776604709,4.272527729518851,2.7265567250145972,2.45637778053257,4.272527729518808,2.726556725014578,2.4563777805325633,8.013912969371955,4.46525689653511,2.7313727086386437,8.01391296937203,4.465256896535146,2.7313727086386557
38,0:38:00,60,35.11964822520239,35.50401647816459,35.52341799712694,35.04194567699829,34.51709954346111,35.91543075911226,34.85773827869739,35.10350836405741,35.67404882294617,34.85773827869729,35.10350836405732,35.67404882294616,34.73683416031507,34.98282480902607,35.729429558198326,34.73683416031518,34.98282480902617,35.72942955819835,37.07706032906016,36.649821367122435,36.83928110003251,36.88703897380443,37.035835636239355,36.23823229832004,36.00383931718519,35.97533978022795,36.2382322983199,36.00383931718505,35.97533978022792,36.484474878740166,36.259335298896715,35.98882165122116,36.48447487874028,36.259335298896914,35.9888216512212,0.08987875445410638,0.09108949634869312,0.0910877770170645,0.11752987694124986,0.0974686428397714,0.10961195974898888,0.08727577570407224,0.08205517590000104,0.0747117248389958,0.0872757757040725,0.08205517590000132,0.07471172483899585,0.0803635432337983,0.079920356130826,0.07755808655765081,0.08036354323379818,0.07992035613082565,0.0775580865576507,0.01129097197639282,285.5460308047494,90.6153429243198,7.000438421839187,5.09833295893603,1.3472810645805797,6.8629656975025135,7.3464140793709385,10.500886688881025,4.276970768782606,2.7293517963848686,2.45792767822603,4.276970768782567,2.7293517963848486,2.457927678226019,8.02010073076312,4.468917982600715,2.7331111664439645,8.020100730763211,4.468917982600775,2.7331111664439782
39,0:39:00,60,35.120160551153845,35.504136745453096,35.52331072710909,35.04041893428756,34.51571871894205,35.91430379543429,34.85929195303172,35.10599340993967,35.67536215104282,34.859291953031665,35.10599340993961,35.67536215104281,34.737850444314454,34.984565991927795,35.73057127477105,34.73785044431453,34.984565991927894,35.73057127477107,37.077266041619026,36.65001071490381,36.8394209994269,36.88718306478465,37.03584344278062,36.24087180566392,36.01025586050091,35.976701945413474,36.24087180566379,36.0102558605008,35.97670194541346,36.485475754271356,36.26348506800299,35.99008676416891,36.48547575427146,36.2634850680032,35.990086764168936,0.0901749994252588,0.09139769991071059,0.09139606754367602,0.11810158731932713,0.09784101266990244,0.11010453681247401,0.08754558184631273,0.08227307267480341,0.07485735156813707,0.08754558184631302,0.08227307267480372,0.07485735156813711,0.08056513259609895,0.08011735751369928,0.07773191950514662,0.08056513259609888,0.08011735751369892,0.07773191950514652,0.011320842948206622,285.57094608869176,90.61589677610404,7.00048120935381,5.102758623797923,1.3484070392507865,6.871357272534816,7.353337669222935,10.513033598466786,4.28130788154364,2.7320736084925215,2.459438145521157,4.281307881543588,2.7320736084924935,2.4594381455211543,8.026139117281213,4.472473114791727,2.7347878452586207,8.02613911728133,4.4724731147917804,2.734787845258628
40,0:40:00,60,35.120646144575815,35.50422975988948,35.52320907857282,35.03895414989396,34.514413738079,35.91320167316055,34.86078004944081,35.10837801213258,35.67662249266778,34.86078004944077,35.10837801213253,35.67662249266778,34.738824668333656,34.98622735841105,35.73162692352545,34.73882466833373,34.986227358411114,35.731626923525475,37.07746800879789,36.65019794248286,36.839563815884375,36.88733063165822,37.03586193773023,36.2434241277433,36.01644009782048,35.97800709374809,36.24342412774317,36.01644009782037,35.97800709374806,36.48646400425076,36.267558578154976,35.991253103811474,36.48646400425086,36.26755857815518,35.9912531038115,0.09046545478173346,0.09169988807126103,0.09169833001478583,0.11866211490650266,0.0982060854449213,0.11058749457342767,0.08781011597449907,0.08248671184638498,0.07500013210571982,0.08781011597449938,0.08248671184638534,0.07500013210571983,0.08076278261283511,0.08031051307354156,0.07790236497369743,0.08076278261283504,0.08031051307354124,0.07790236497369729,0.011350118963468579,285.5953374497887,90.61641409655344,7.000521174660274,5.107080553778739,1.3495116613720324,6.879614391139766,7.3601793240658955,10.524944800422254,4.285540513193761,2.734723949283518,2.4609104501036154,4.285540513193732,2.7347239492834987,2.460910450103614,8.03203285220172,4.475928397221594,2.736407587891451,8.0320328522018,4.475928397221645,2.736407587891459
41,0:41:00,60,35.1211072904351,35.50429915598039,35.52311241562376,35.037545616918216,34.51317620159794,35.91212354763605,34.86220570044327,35.11066718290494,35.6778334385988,34.86220570044321,35.11066718290489,35.67783343859878,34.73976086695432,34.9878173225922,35.73260776640818,34.73976086695442,34.987817322592306,35.73260776640821,37.07766622206586,36.650382821379566,36.83970886039135,36.88748086186919,37.03588996637615,36.24589189314734,36.022400318229316,35.97925935556862,36.24589189314721,36.0224003182292,35.979259355568594,36.487439458066234,36.27155671702906,35.99233368652658,36.48743945806632,36.27155671702927,35.9923336865266,0.09075011226444217,0.09199605102055138,0.09199455612553895,0.11921144709260381,0.0985638548042236,0.1110608191679,0.08806937038039914,0.08269608698348747,0.07514006207649905,0.08806937038039932,0.08269608698348774,0.07514006207649906,0.08095648687056534,0.08049981553874005,0.07806941603665254,0.08095648687056531,0.0804998155387397,0.0780694160366524,0.011378800577979041,285.61921074232396,90.61689921786478,7.000558652440058,5.111301115859601,1.3505947682845236,6.887731270403584,7.36692946343936,10.536618912032246,4.289670322527964,2.737304585001653,2.4623457542397045,4.289670322527947,2.737304585001641,2.462345754239705,8.037786526572878,4.479289298036781,2.7379746153484423,8.037786526572946,4.479289298036813,2.7379746153484525
42,0:42:00,60,35.12154604038809,35.50434812706473,35.52302023922784,35.036188496529526,34.51199895432565,35.9110686770147,34.86357184677384,35.11286552250323,35.678998108759416,34.863571846773766,35.11286552250318,35.678998108759366,34.74066261628054,34.98934316342794,35.733523418444776,34.74066261628064,34.98934316342801,35.73352341844478,37.07786067962245,36.65056516754449,36.83985551517395,36.887633033761674,37.03592647375148,36.248277677329185,36.028144539764305,35.98046229918372,36.24827767732907,36.0281445397642,35.98046229918368,36.48840199280953,36.27548044203635,35.993339626519635,36.48840199280962,36.27548044203655,35.993339626519656,0.091028982370415,0.09228619862553052,0.09228475705707462,0.11974960684751426,0.09891433733796809,0.1115245278935319,0.08832335450294988,0.08290120557407978,0.07527714642220637,0.08832335450295019,0.0829012055740801,0.07527714642220636,0.08114625184885896,0.08068527041440107,0.07823307710270855,0.08114625184885887,0.08068527041440071,0.0782330771027085,0.011406890098964438,285.64257237551385,90.61735582351741,7.000593927258331,5.11542265390981,1.351656300458082,6.895703610284148,7.373580439419072,10.548055547742882,4.293699090340757,2.7398172414192286,2.4637451261901613,4.293699090340729,2.7398172414192152,2.463745126190156,8.043404525855438,4.4825607006193895,2.739492606832542,8.043404525855543,4.482560700619446,2.73949260683255
43,0:43:00,60,35.12196423253682,35.504379476832256,35.5229321488177,35.03487866971292,34.510875888224675,35.910036404673576,34.86488124310915,35.11497727247688,35.68011923362154,34.86488124310907,35.11497727247682,35.68011923362152,34.74153307415021,34.990811176010205,35.73438209091466,34.74153307415031,34.99081117601022,35.734382090914664,37.07805138501541,36.65074483152081,36.840003227903544,36.887786507899705,37.035970496196235,36.25058399987906,36.03368051338377,35.98161902874379,36.250583999878955,36.03368051338366,35.981619028743765,36.489351526888775,36.279330766393,35.99428041632975,36.48935152688886,36.2793307663932,35.99428041632977,0.09130208922650491,0.09257035507249775,0.09256895814945597,0.12027664293316037,0.09925756623760465,0.11197866068898313,0.0885720902456433,0.08310208522212936,0.07541139685877578,0.08857209024564358,0.08310208522212975,0.07541139685877583,0.08133209341560219,0.08086689252786919,0.07839336085701544,0.08133209341560209,0.08086689252786872,0.07839336085701526,0.011434391078248389,285.66542904918117,90.61778705260033,7.000627241623683,5.119447447567514,1.3526962728394516,6.903528274570325,7.380126167876542,10.559255059212157,4.29762865534139,2.742263591851069,2.4651095497567352,4.297628655341354,2.7422635918510547,2.46510954975672,8.04889098339487,4.485746956106878,2.7409647693422983,8.048890983394973,4.485746956106919,2.740964769342302
44,0:44:00,60,35.122363512128445,35.50439566527276,35.52284781565011,35.03361261613345,34.50980177816836,35.909026144980366,34.866136470267435,35.117006362270175,35.68119922075062,34.86613647026737,35.11700636227009,35.68119922075061,34.74237502087038,34.992226805686656,35.735190798775484,34.742375020870476,34.99222680568668,35.7351907987755,37.07823834621528,36.65092169142014,36.840151506151635,36.88794071904415,37.03602115367415,36.25281332244464,36.039015727884205,35.982732264228105,36.25281332244452,36.03901572788409,35.98273226422808,36.49028801434554,36.28310874720213,35.995164166025724,36.49028801434563,36.28310874720231,35.99516416602573,0.09156946686577555,0.09284855497359226,0.09284719503206379,0.12079262280394612,0.09959358669481824,0.11242327394573579,0.08881560857268468,0.08329875088355268,0.07554283002838018,0.088815608572685,0.08329875088355299,0.07554283002838025,0.08151403427907614,0.08104470351387016,0.0785502860339104,0.08151403427907605,0.08104470351386985,0.07855028603391032,0.011461307948290204,285.68778757828954,90.61819558645333,7.000658802681544,5.123377688257291,1.3537147543246608,6.911203045946856,7.386561836992723,10.570218344969994,4.301460873596858,2.7446452519667623,2.4664399338030663,4.301460873596814,2.7446452519667464,2.4664399338030587,8.054249760164854,4.488851938005816,2.742393899862324,8.054249760164957,4.488851938005818,2.742393899862325
45,0:45:00,60,35.122745351837615,35.50439884945862,35.522766964251744,35.03238731466564,34.508772144575374,35.908037371504996,34.86733994984129,35.1189564490389,35.682240209270724,34.867339949841195,35.118956449038826,35.68224020927071,34.743190898942,34.99359476580886,35.73595553757805,34.74319089894206,34.99359476580891,35.735955537578064,37.078421575073314,36.65109564791706,36.840299912181976,36.88809516881989,37.036077642791454,36.254968047270935,36.04415741555491,35.98380440687788,36.25496804727082,36.04415741555478,35.983804406877866,36.491211439842125,36.286815475298354,35.9959978072379,36.491211439842225,36.286815475298546,35.99599780723792,0.09183115672610266,0.09312084074835748,0.09311951102426405,0.12129762784999738,0.09992245282395697,0.1128584363517071,0.08905394722042739,0.08349123300757665,0.07567146625641848,0.0890539472204277,0.08349123300757691,0.07567146625641848,0.08169210227366429,0.08121873011848471,0.07870387591385836,0.08169210227366414,0.08121873011848428,0.0787038759138583,0.011487645781557195,285.7096547957305,90.61858372075491,7.000688787783293,5.127215469842822,1.3547118538327731,6.918726443650572,7.3928836811689065,10.58094671978577,4.305197595784356,2.746963779917989,2.467737122076897,4.305197595784325,2.746963779917965,2.4677371220768936,8.059484445483834,4.491879097420062,2.743782441344205,8.059484445483942,4.491879097420073,2.7437824413442087
