CycleTime,ModTime,dt,TskMean,TskHead,TskNeck,TskChest,TskBack,TskPelvis,TskLshoulder,TskLArm,TskLHand,TskRShoulder,TskRArm,TskRHand,TskLThigh,TskLLeg,TskLFoot,TskRThigh,TskRLeg,TskRFoot,TcrHead,TcrNeck,TcrChest,TcrBack,TcrPelvis,TcrLshoulder,TcrLArm,TcrLHand,TcrRShoulder,TcrRArm,TcrRHand,TcrLThigh,TcrLLeg,TcrLFoot,TcrRThigh,TcrRLeg,TcrRFoot,WetMean,WetHead,WetNeck,WetChest,WetBack,WetPelvis,WetLshoulder,WetLArm,WetLHand,WetRShoulder,WetRArm,WetRHand,WetLThigh,WetLLeg,WetLFoot,WetRThigh,WetRLeg,WetRFoot,Wle,CO,Met,RES,THLskHead,THLskNeck,THLskChest,THLskBack,THLskPelvis,THLskLshoulder,THLskLArm,THLskLHand,THLskRShoulder,THLskRArm,THLskRHand,THLskLThigh,THLskLLeg,THLskLFoot,THLskRThigh,THLskRLeg,THLskRFoot
-,sec,sec,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,oC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g/sec,L/h,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
The counts of executing one cycle calculation,Simulation times,Time delta of the model,Mean skin temperature,Skin temperature (Head),Skin temperature (Neck),Skin temperature (Chest),Skin temperature (Back),Skin temperature (Pelvis),Skin temperature (Lshoulder),Skin temperature (LArm),Skin temperature (LHand),Skin temperature (RShoulder),Skin temperature (RArm),Skin temperature (RHand),Skin temperature (LThigh),Skin temperature (LLeg),Skin temperature (LFoot),Skin temperature (RThigh),Skin temperature (RLeg),Skin temperature (RFoot),Core temperature (Head),Core temperature (Neck),Core temperature (Chest),Core temperature (Back),Core temperature (Pelvis),Core temperature (Lshoulder),Core temperature (LArm),Core temperature (LHand),Core temperature (RShoulder),Core temperature (RArm),Core temperature (RHand),Core temperature (LThigh),Core temperature (LLeg),Core temperature (LFoot),Core temperature (RThigh),Core temperature (RLeg),Core temperature (RFoot),Mean skin wettedness,Skin wettedness (Head),Skin wettedness (Neck),Skin wettedness (Chest),Skin wettedness (Back),Skin wettedness (Pelvis),Skin wettedness (Lshoulder),Skin wettedness (LArm),Skin wettedness (LHand),Skin wettedness (RShoulder),Skin wettedness (RArm),Skin wettedness (RHand),Skin wettedness (LThigh),Skin wettedness (LLeg),Skin wettedness (LFoot),Skin wettedness (RThigh),Skin wettedness (RLeg),Skin wettedness (RFoot),Weight loss by the evaporation and respiration of the whole body,Cardiac output (the sum of the whole blood flow),Total heat production of the whole body,Heat loss by respiration,Heat loss from the skin (Head),Heat loss from the skin (Neck),Heat loss from the skin (Chest),Heat loss from the skin (Back),Heat loss from the skin (Pelvis),Heat loss from the skin (Lshoulder),Heat loss from the skin (LArm),Heat loss from the skin (LHand),Heat loss from the skin (RShoulder),Heat loss from the skin (RArm),Heat loss from the skin (RHand),Heat loss from the skin (LThigh),Heat loss from the skin (LLeg),Heat loss from the skin (LFoot),Heat loss from the skin (RThigh),Heat loss from the skin (RLeg),Heat loss from the skin (RFoot)
8,0:08:00,60,34.984120250629225,35.380274057200396,35.550125675597954,35.083533481741185,34.66181962321074,35.94090603231533,34.72468417527869,34.85317669263949,35.41927964668083,34.724684175278554,34.85317669263935,35.41927964668079,34.58099066087499,34.63408366671028,35.27665052075582,34.58099066087511,34.63408366671042,35.276650520755894,37.06777492951548,36.64479181877724,36.8496975025042,36.90072178423282,37.05663764780122,36.10368876950788,35.657126443512446,35.67073060484831,36.10368876950774,35.657126443512134,35.670730604848266,36.45641473532975,36.11135791978288,35.46484074625455,36.456414735329936,36.11135791978324,35.46484074625464,0.06501143777117954,0.06521678540167176,0.06520570700385521,0.06963302838731214,0.06626185750100566,0.06830746651599326,0.06457888326215024,0.06370905336531743,0.062473314037914535,0.06457888326215029,0.0637090533653175,0.06247331403791454,0.0634198349903092,0.06335615675842257,0.0629605078553703,0.06341983499030918,0.0633561567584225,0.06296050785537027,0.008724977741865593,284.4897546129543,90.57222217344,6.997107151973667,4.648096652153628,1.2534969891426828,6.058653803412737,6.776153147241197,9.386895046075981,3.903355831846524,2.478821795154752,2.278162215786148,3.9033558318464787,2.4788217951547145,2.2781622157861334,7.421263874416435,4.031524342632272,2.457530755309705,7.421263874416606,4.031524342632364,2.4575307553097394
9,0:09:00,60,35.009869906032264,35.40131428400169,35.557230561538255,35.101454722549626,34.6616900053356,35.94589086239496,34.74710712702949,34.888322646069675,35.46069318094826,34.74710712702938,34.88832264606953,35.46069318094821,34.60412028700942,34.68433750587355,35.34417640959005,34.60412028700953,34.68433750587367,35.34417640959012,37.06678486780134,36.64434750339877,36.8471717168208,36.89773673505147,37.05419113493475,36.109688556694124,35.673780541954606,35.71967939024759,36.109688556693975,35.673780541954315,35.71967939024755,36.45633804277687,36.11514113468771,35.54049558964525,36.45633804277704,36.11514113468805,35.54049558964533,0.0659806569808747,0.06622594061598236,0.0662137952504505,0.07149648321582722,0.06747538753453683,0.0699169287486042,0.06546411550163353,0.06442516812886005,0.0629507868243171,0.06546411550163361,0.06442516812886011,0.06295078682431708,0.06408104032637635,0.06400310055448696,0.06353054533365164,0.06408104032637633,0.06400310055448691,0.06353054533365163,0.008836623183142064,284.5608265253751,90.57222217344,6.997107151973667,4.67654653864885,1.2590501132460448,6.108813607125961,6.805094062141699,9.438224439777972,3.9293289829980322,2.4991417595219128,2.2961174055476254,3.9293289829979576,2.4991417595218697,2.296117405547617,7.464251285625289,4.072398087858112,2.4871005240792403,7.464251285625414,4.0723980878581845,2.4871005240792625
10,0:10:00,60,35.03098330584166,35.41904738872943,35.560827991050054,35.11452840342794,34.65974023453818,35.94948111017226,34.76472546870577,34.91673591678793,35.494588832035845,34.76472546870563,34.916735916787786,35.494588832035774,34.624030199859625,34.72703656005742,35.40112415534251,34.624030199859725,34.7270365600576,35.40112415534259,37.066372825249,36.64420533483425,36.84510074460348,36.895260233357526,37.05196875475246,36.11582441425593,35.69037916449741,35.76019541828077,36.11582441425579,35.690379164497124,35.76019541828072,36.456506308963526,36.11936039316723,35.60546201740936,36.4565063089637,36.11936039316758,35.60546201740944,0.06736825339562684,0.06767058725928977,0.06765701688811555,0.07416443823491396,0.0692124551146272,0.07222062857332869,0.0667315819614414,0.06545069373243323,0.06363454872616392,0.0667315819614415,0.06545069373243333,0.06363454872616392,0.06502758274966786,0.0649295863782253,0.06434710194553399,0.06502758274966784,0.0649295863782252,0.06434710194553397,0.008987516730795375,284.6198764346538,90.57222217344,6.997107151973667,4.70898364982533,1.2655181660707993,6.1687550808561,6.844434006348749,9.507090946898998,3.9572340774572776,2.5192575415608793,2.3130299876072784,3.95723407745722,2.519257541560832,2.313029987607265,7.5108691846276905,4.112066419278146,2.5143107595206,7.510869184627799,4.112066419278214,2.5143107595206207
11,0:11:00,60,35.048056107047756,35.43383954941041,35.56179139819293,35.123242397516165,34.65597353790644,35.95180635439311,34.77831557062035,34.93977249308617,35.52232324546438,34.77831557062024,34.939772493086004,35.5223232454643,34.64086756650963,34.76312320522278,35.44931834364266,34.640867566509755,34.76312320522294,35.44931834364275,37.06639013741829,36.64426548725992,36.84342854831838,36.89323275356465,37.04996770103899,36.122005412692715,35.70680169652077,35.793705614634405,36.12200541269257,35.706801696520486,35.79370561463435,36.456882619490386,36.123931013027295,35.66109222885213,36.45688261949057,36.123931013027644,35.6610922288522,0.069025673376371,0.06939604716311215,0.06938113154295639,0.07735149307258021,0.07128763567319654,0.07497238042554637,0.06824555174828664,0.06667561012466375,0.0644512319172152,0.06824555174828673,0.06667561012466387,0.06445123191721522,0.06615805352145676,0.06603601511656276,0.06532226248269497,0.06615805352145676,0.06603601511656262,0.06532226248269496,0.009163253717891355,284.6684216515291,90.57222217344,6.997107151973667,4.743467688261237,1.2724941990093643,6.23387470739916,6.88976466807012,9.586787842431862,3.985751966609814,2.538829829670974,2.3288307893467604,3.9857519666097407,2.5388298296709264,2.3288307893467404,7.558683043572077,4.149809793774561,2.539355441284084,7.5586830435721755,4.149809793774663,2.53935544128411
12,0:12:00,60,35.061676023239556,35.44606527381999,35.56083715976075,35.12817509836152,34.65055179560593,35.95303778624135,34.78864180913961,34.9585374145235,35.545016849459536,34.78864180913951,34.95853741452336,35.54501684945947,34.654892138695935,34.79351841227015,35.49016836374036,34.65489213869609,34.79351841227029,35.49016836374043,37.06670959976527,36.64444976460341,36.84209685170974,36.891591567840024,37.048177898127925,36.12815923556266,35.72295619272005,35.821409427295535,36.128159235562535,35.72295619271977,35.821409427295485,36.457431667372354,36.12877896356044,35.70864220042027,36.457431667372525,36.128778963560784,35.70864220042036,0.07081360545272347,0.07125724672309469,0.07124135852410428,0.0807899815857063,0.0735268361062377,0.07794106394061971,0.06987875208838004,0.06799683228525051,0.06533210224295082,0.06987875208838015,0.06799683228525062,0.06533210224295083,0.0673773789130946,0.06722917019060118,0.06637380290977107,0.06737737891309459,0.06722917019060104,0.06637380290977105,0.00935022934746554,284.70787521138453,90.57222217344,6.997107151973667,4.778184162831677,1.2795705851088108,6.299927968194639,6.937110850236424,9.671084039332284,4.013678116592061,2.5574519761883816,2.343386704792673,4.013678116592001,2.557451976188329,2.343386704792651,7.605549120238324,4.18499747085164,2.5622237826420466,7.605549120238452,4.1849974708517275,2.5622237826420755
13,0:13:00,60,35.072402642332044,35.45608781612484,35.558551554391386,35.129945112359536,34.6437372684816,35.9533597787523,34.79640852767935,34.97393303151582,35.56359926485566,34.79640852767927,34.97393303151572,35.56359926485561,34.66642730490372,34.81907837223953,35.524819468125386,34.66642730490382,34.819078372239645,35.524819468125465,37.06722914694759,36.6447022771596,36.841050511846994,36.890276780381726,37.04658543141336,36.134230763899225,35.73877435429348,35.844313486534524,36.134230763899104,35.73877435429322,35.844313486534475,36.45812122731862,36.13384053714386,35.74923600734135,36.458121227318784,36.133840537144195,35.749236007341445,0.07262217807393366,0.0731397682741166,0.07312341300234243,0.08426877655943177,0.07579262831123665,0.08094426095340493,0.07153080157873831,0.06933310035461927,0.06622298710350677,0.07153080157873845,0.06933310035461945,0.0662229871035068,0.06861060256837423,0.0684356473970483,0.06743700249558476,0.06861060256837417,0.06843564739704815,0.06743700249558471,0.009537708177783523,284.7395808618667,90.57222217344,6.997107151973667,4.8117419086373445,1.2864294862088899,6.3636987095487445,6.983478533232186,9.755129370621617,4.04013591086128,2.574809756107009,2.3566031796782614,4.040135910861226,2.574809756106964,2.356603179678242,7.649911059680792,4.2172197090096715,2.5828904715712078,7.649911059680954,4.217219709009745,2.5828904715712313
14,0:14:00,60,35.0807486422051,35.46424368322684,35.55540489995043,35.12916422366632,34.63583902623516,35.95295062177111,34.80222993862951,34.98669014521191,35.578839752864134,34.80222993862941,34.9866901452118,35.578839752864084,34.67581916789184,34.840571961395554,35.554226725690455,34.67581916789195,34.84057196139572,35.5542267256905,37.0678705766012,36.644985971763745,36.840240064546435,36.88923424356793,37.04517466614958,36.140179847140125,35.75420713185193,35.86326086036731,36.14017984714,35.75420713185167,35.863260860367255,36.458922896190884,36.13906163893822,35.7838625424842,36.458922896191034,36.13906163893855,35.783862542484286,0.0743740108726218,0.07496303923759737,0.07494673207462599,0.08763914730156992,0.07798813081422537,0.08385342001083618,0.07313099217158667,0.07062720773700235,0.06708575760457362,0.07313099217158676,0.07062720773700248,0.06708575760457365,0.06980495794052699,0.06960382690234891,0.06846636629434912,0.06980495794052695,0.06960382690234872,0.06846636629434906,0.00971816575524905,284.76479249781744,90.57222217344,6.997107151973667,4.843212754133047,1.2928597011911294,6.42307809128457,7.0268948621572385,9.835572434709148,4.064592307987833,2.590719804409971,2.3684510990453536,4.064592307987795,2.5907198044099404,2.368451099045339,7.690808586582195,4.246296442779675,2.60138084880541,7.690808586582297,4.246296442779739,2.601380848805436
15,0:15:00,60,35.08716802388633,35.470834024344846,35.55176379023463,35.12640275073407,34.627172256431855,35.95197184162849,34.80661778184086,34.997393354181,35.59137162784292,34.80661778184076,34.99739335418091,35.591371627842854,34.68340712676958,34.85867207091076,35.579195731810636,34.68340712676968,34.858672070910885,35.579195731810685,37.06857628959119,36.6452781724051,36.839622663830276,36.8884166981288,37.04392954979244,36.14597876705886,35.76922090588026,35.87895557582564,36.145978767058715,35.76922090588002,35.87895557582558,36.459812300421994,36.14439683612863,35.81338372323531,36.459812300422136,36.14439683612894,35.81338372323539,0.07602016107078872,0.07667611411275721,0.07666030383593284,0.09080697255195941,0.08005198581728451,0.08658718991430409,0.0746345891049585,0.07184298892038743,0.0678963161288588,0.0746345891049587,0.07184298892038761,0.0678963161288588,0.07092709143949096,0.07070111753587263,0.06943318533572913,0.07092709143949089,0.07070111753587244,0.06943318533572906,0.009886902183697475,284.7846464012838,90.57222217344,6.997107151973667,4.872067596659823,1.298743349845787,6.476902610912523,7.066246445340368,9.91035915167878,4.08679787224609,2.605117133007443,2.3789619189821667,4.086797872246035,2.6051171330074094,2.378961918982153,7.727774260253216,4.272235713433388,2.617780154577283,7.7277742602533355,4.272235713433479,2.6177801545772974
16,0:16:00,60,35.092051426654024,35.4761215676186,35.547904258884124,35.12216820930778,34.61803110558708,35.950563436431175,34.8099820772697,35.00650405400291,35.60171339268003,34.809982077269616,35.00650405400281,35.60171339267998,34.68950520492246,34.873955979631276,35.60040875858208,34.68950520492256,34.87395597963145,35.60040875858213,37.06930551775472,36.64556644192581,36.83916212145639,36.88778391204012,37.04283440341156,36.15160973451008,35.78379422995209,35.89198344242952,36.15160973450994,35.78379422995186,35.891983442429456,36.46076896110636,36.14980830747568,35.838546326892256,36.46076896110652,36.14980830747599,35.838546326892306,0.07753402521986595,0.0782513214484636,0.07823635426592178,0.09372103149139817,0.08195076298928264,0.08910132600519702,0.07601726566105632,0.07296080273882449,0.06864158150235576,0.07601726566105649,0.07296080273882466,0.06864158150235579,0.07195889286690192,0.0717098541708796,0.07032191270854352,0.07195889286690187,0.07170985417087938,0.07032191270854347,0.010041438587128908,284.8001431991662,90.57222217344,6.997107151973667,4.898084511525214,1.3040339677506354,6.524727512762513,7.101068277719587,9.978443734392432,4.106710433662127,2.618026920133916,2.3882126041779292,4.106710433662073,2.618026920133888,2.3882126041779106,7.760705411891584,4.295180377326145,2.6322221920501736,7.760705411891687,4.295180377326216,2.632222192050188
17,0:17:00,60,35.0957269530957,35.480331418621205,35.54402682644403,35.11689513934879,34.6086729620125,35.94884278044187,34.81264032129816,35.01438166759984,35.61028741156672,34.812640321298076,35.01438166759972,35.610287411566674,34.694391947006416,34.88691125927279,35.61844406009418,34.694391947006515,34.886911259272935,35.61844406009423,37.07003080662851,36.645850460225,36.83882845809476,36.88730282277844,37.041875267197724,36.157065311195865,35.797915134467196,35.9028300310354,36.157065311195744,35.79791513446697,35.90283003103534,36.461775971805096,36.15526480174559,35.85999452847441,36.46177597180524,36.15526480174591,35.859994528474445,0.07890534532304444,0.07967801700553165,0.07966412849365538,0.09636149868589486,0.08367148223555923,0.09137874825563677,0.07726963234704654,0.07397309622148913,0.06931652913596845,0.0772696323470467,0.0739730962214894,0.06931652913596845,0.07289340033829289,0.07262327872072284,0.07112661579539643,0.07289340033829284,0.07262327872072258,0.07112661579539636,0.01018095761584663,284.81243343795666,90.57363587527186,6.997216366730257,4.9212601843093555,1.3087350143970644,6.56661022035716,7.131346433580195,10.039508924375015,4.124425774473962,2.629535434783218,2.396309484501711,4.124425774473919,2.629535434783185,2.396309484501697,7.789746847919483,4.315359121714009,2.644872840526265,7.789746847919586,4.315359121714104,2.644872840526281
18,0:18:00,60,35.09846439099587,35.483653718359776,35.5402706073281,35.11094297839769,34.59931112497365,35.94690550927015,34.8148303775792,35.02130267434679,35.61743616315013,34.814830377579106,35.02130267434668,35.61743616315006,34.69830642167173,34.89794459680746,35.633791394085456,34.69830642167182,34.89794459680759,35.633791394085485,37.07073493286655,36.6461372854376,36.83859727494125,36.88694678017977,37.041040036252994,36.16234613087969,35.811578904904046,35.91189623486176,36.162346130879556,35.81157890490383,35.9118962348617,36.462819575716516,36.16074065318257,35.87828198930798,36.462819575716644,36.16074065318288,35.87828198930803,0.08013524195802642,0.0809574061698075,0.08094472990861579,0.09873041256727882,0.08521541302779678,0.09342129308355376,0.07839270192027734,0.07488072931014852,0.06992173967314473,0.07839270192027745,0.07488072931014875,0.06992173967314476,0.07373140870361869,0.07344221598342532,0.071848042998785,0.07373140870361863,0.07344221598342505,0.07184804299878493,0.01030576003422998,284.8224855827155,90.57774147911721,6.997533542894649,4.94173780203432,1.3128826615122586,6.602934927683189,7.157359999358672,10.093736388550042,4.140124279015024,2.6397663503058997,2.403374963704164,4.140124279014984,2.6397663503058624,2.4033749637041493,7.815198210917538,4.333048252800827,2.655915177830429,7.815198210917641,4.333048252800907,2.655915177830445
19,0:19:00,60,35.10048107014906,35.48624658011416,35.53672315398377,35.10459925109153,34.590113134286206,35.94482737543667,34.81672333040999,35.02747705839967,35.62343597335485,34.81672333040988,35.02747705839954,35.62343597335478,34.701448276932254,34.90739179879393,35.646865012568426,34.70144827693234,34.90739179879407,35.64686501256845,37.071408049463685,36.646423601798915,36.8384490380426,36.88669317538378,37.040316022661905,36.16745152433529,35.82478622221447,35.919511549585806,36.16745152433516,35.82478622221424,35.919511549585735,36.46388868847825,36.166214871941015,35.89388302252127,36.46388868847836,36.166214871941314,35.89388302252131,0.08123228326962607,0.08209844621948068,0.08208703075528918,0.10084413201049457,0.08659316367074399,0.09524318054539875,0.07939429855878605,0.07569006629364702,0.07046145974599327,0.07939429855878632,0.07569006629364727,0.07046145974599331,0.0744787866804686,0.07417244649738251,0.07249130642428958,0.07447878668046858,0.07417244649738225,0.07249130642428948,0.010416758890225704,284.8303252209877,90.58181136355176,6.99784795957563,4.959750804641919,1.3165325169598405,6.634277618576273,7.179560395207747,10.141626533587148,4.154031519738885,2.6488625907838275,2.40953729259805,4.154031519738835,2.648862590783792,2.409537292598029,7.837444249506971,4.348543361991876,2.6655375086967776,7.8374442495070635,4.348543361991946,2.6655375086967874
20,0:20:00,60,35.10219278666937,35.488550654337025,35.53380141380078,35.09836917951551,34.581549743759375,35.942742569284064,34.818689024234615,35.033262879922354,35.62877020343003,34.8186890242345,35.03326287992223,35.62877020342997,34.7043091683426,34.91567441057545,35.65818172630766,34.70430916834268,34.91567441057557,35.65818172630769,37.0720205005965,36.64668043750719,36.83835449377205,36.886509263930805,37.03968529902329,36.172385229693155,35.83754564658506,35.92600538368591,36.17238522969303,35.83754564658483,35.92600538368584,36.46497589254011,36.17167144935574,35.90724332966901,36.46497589254021,36.171671449356026,35.90724332966904,0.08220908445000905,0.0831143029388711,0.08310413224897398,0.10272680783287741,0.08782042921812827,0.0968653617006236,0.08028595048800496,0.07641046027855229,0.07094192534682618,0.08028595048800521,0.07641046027855256,0.0709419253468262,0.07514415723579111,0.07482243663039177,0.07306388062647534,0.07514415723579099,0.07482243663039147,0.07306388062647523,0.010515327719330492,284.88282327132606,90.58577511183717,6.998154176766848,4.97557443627928,1.3197478172128676,6.6612933848164655,7.198471581640857,10.183843880329212,4.166385091758048,2.6569705834224275,2.4149215788896723,4.166385091757988,2.6569705834223862,2.4149215788896514,7.856897901648296,4.362135946794873,2.673922716346996,7.856897901648388,4.362135946794953,2.673922716347004
21,0:21:00,60,35.10378911050241,35.49070079405889,35.5315881425398,35.09251390922511,34.57382637368113,35.940700580299534,34.82085544684644,35.03882121462269,35.63362906382323,34.820855446846345,35.038821214622565,35.633629063823186,34.707104785043875,34.92305663900932,35.668044588476796,34.70710478504396,34.92305663900944,35.668044588476846,37.072549382062476,36.64688862426038,36.83828842232905,36.88636688936212,37.03912999739839,36.17715278751676,35.849868029940204,35.93163486426286,36.177152787516626,35.849868029939984,35.931634864262804,36.466075677707614,36.177097381005304,35.918731631712696,36.46607567770769,36.17709738100559,35.91873163171274,0.08307483470210916,0.08401455634589315,0.08400555489157524,0.10439598772400897,0.08890857524374188,0.09830320053424688,0.08107605459167011,0.07704873872184945,0.07136768123882638,0.08107605459167036,0.0770487387218497,0.0713676812388264,0.0757337772263899,0.07539837169743352,0.07357122611009842,0.07573377722638985,0.07539837169743321,0.07357122611009831,0.010602636621663355,284.9572483486122,90.58943529931106,6.998436942534725,4.98960624237643,1.3226310902019036,6.684709712048082,7.214811445321261,10.22096849239985,4.177492750895578,2.664267061400347,2.4197009202447157,4.177492750895517,2.6642670614003094,2.4197009202446993,7.874224954996879,4.3741402612649605,2.681273734490099,7.874224954996964,4.374140261265027,2.681273734490109
22,0:22:00,60,35.105267639643216,35.492622670697926,35.52989022614711,35.087065175743064,34.56688443536414,35.93870782626572,34.823157582170936,35.044148255972274,35.63799657894837,34.823157582170865,35.04414825597216,35.637996578948325,34.709791618554405,34.92966261215212,35.67660263806348,34.70979161855451,34.92966261215223,35.67660263806354,37.0729973512161,36.64705641626092,36.83823959739501,36.886252972203884,37.038637949979275,36.18176061747746,35.86176425343806,35.936567159352464,36.18176061747732,35.861764253437855,35.93656715935241,36.46718353804019,36.182481727284646,35.92863187201811,36.46718353804026,36.18248172728492,35.92863187201816,0.08381931348128203,0.08478860565311225,0.08478066411290798,0.10583188704909935,0.08984468556266648,0.09953978857791448,0.08175529264686388,0.07759738261143537,0.07173371370224936,0.08175529264686411,0.07759738261143571,0.07173371370224935,0.07624068090954805,0.07589346344176776,0.07400737159291665,0.07624068090954807,0.07589346344176746,0.07400737159291655,0.010677783883231678,285.0216045999327,90.59271399588212,6.998690236432965,5.00177729586734,1.3251568805844451,6.704413376527336,7.228497175017113,10.252595662780577,4.1873059339412455,2.6707426925836555,2.423891414567114,4.1873059339411975,2.6707426925836133,2.4238914145671036,7.889481708629292,4.384618573234055,2.687642298533581,7.889481708629374,4.384618573234121,2.687642298533597
23,0:23:00,60,35.106644612190756,35.49431640418463,35.528579067036866,35.08204942072231,34.56067415434614,35.9367872744267,34.82555887839703,35.04925250233591,35.641911665465855,34.825558878396926,35.049252502335804,35.64191166546583,34.712349354626625,34.93560219901339,35.68401922979854,34.712349354626745,34.93560219901348,35.68401922979857,37.073379366515276,36.64720042240943,36.83820467726581,36.88616287364012,37.0382013049533,36.18621593317845,35.8732462580494,35.94092564005651,36.18621593317834,35.87324625804921,35.94092564005646,36.46829617173527,36.18781579226522,35.937178612352874,36.468296171735346,36.18781579226548,35.937178612352916,0.08444534622322054,0.08543943020898864,0.08543242998093407,0.1070398449894019,0.09063223815094153,0.10057979846812833,0.08232627136189068,0.07805850642680712,0.07204143393035292,0.0823262713618909,0.0780585064268074,0.07204143393035296,0.07666681760601143,0.0763096124504469,0.07437400020650002,0.07666681760601134,0.07630961245044661,0.07437400020649994,0.01074104917746609,285.07614123020454,90.59564535052736,6.998916696621983,5.012082972235511,1.3273060563541754,6.7205306515338705,7.23956173035533,10.278864453180367,4.195821712555394,2.6764125340342644,2.42749826333137,4.195821712555358,2.676412534034229,2.427498263331357,7.902667892789047,4.393662916499733,2.693086544563108,7.902667892789161,4.39366291649979,2.6930865445631285
24,0:24:00,60,35.107935338322605,35.495801225819115,35.527562346388216,35.07747091368368,34.55513956312321,35.9349513262123,34.828026354412216,35.054141589739906,35.64543048399487,34.82802635441217,35.054141589739814,35.64543048399483,34.714769726700055,34.940966471456,35.690450556519686,34.71476972670018,34.94096647145607,35.69045055651973,37.07371254018561,36.647335613154766,36.83818362053021,36.88609548251634,37.037814628448466,36.19052584831198,35.884326514127686,35.94480694709411,36.190525848311864,35.8843265141275,35.944806947094065,36.46941112750228,36.1930927793679,35.94457068989731,36.469411127502376,36.19309277936815,35.944570689897354,0.08497644710859062,0.08599151983681946,0.08598534313863661,0.10806503380362126,0.09130065526213929,0.10146224814339704,0.0828104902865998,0.07844950504285728,0.07230243558642936,0.08281049028660009,0.07844950504285761,0.07230243558642935,0.07702823911334282,0.0766625188138817,0.07468494929009745,0.07702823911334276,0.07666251881388138,0.07468494929009735,0.010794789543429838,285.122733067218,90.5982559723432,6.99911837877287,5.02086600572019,1.3291494532031192,6.733864745859169,7.248629035997838,10.300877322562158,4.203292590398891,2.6814236557768303,2.430620131398606,4.203292590398834,2.681423655776795,2.430620131398599,7.9141503026784985,4.401531835706651,2.6977583652127617,7.914150302678621,4.4015318357067,2.6977583652127737
25,0:25:00,60,35.10915007376067,35.49709926963828,35.52677042256814,35.07331259071909,34.55021743464231,35.93320131288892,34.83052631476155,35.05882049546477,35.64860968711376,34.8305263147615,35.05882049546468,35.648609687113705,34.71705127820765,34.94582985426806,35.69603705488858,34.71705127820778,34.94582985426814,35.69603705488864,37.07401164134393,36.64747235143908,36.838177314747284,36.88605071161108,37.03747370521313,36.19469688330824,35.89501757703707,35.948289056588635,36.194696883308126,35.895017577036896,35.94828905658861,36.47052645954726,36.19830736139204,35.950977970969696,36.470526459547344,36.19830736139228,35.950977970969745,0.08543904771866348,0.08647238826358682,0.08646692450479035,0.10895826969556302,0.09188303857213256,0.10223100413191444,0.08323210948180894,0.07878992063886875,0.07252974141962461,0.0832321094818092,0.07878992063886905,0.07252974141962465,0.07734297914730098,0.07696982063196994,0.07495575920303249,0.07734297914730094,0.07696982063196965,0.07495575920303243,0.0108416523465275,285.1634938179229,90.60057253707645,6.999297343705761,5.028523594317052,1.3307747685446767,6.745294907640189,7.256397128395877,10.319856974308642,4.210006919013205,2.68594111245051,2.4333717941970736,4.21000691901318,2.685941112450481,2.4333717941970603,7.924357013357198,4.408498370335491,2.7018203865678,7.924357013357327,4.408498370335528,2.701820386567813
26,0:26:00,60,35.11029480408436,35.49823126462429,35.52614955219161,35.06954276046346,34.54584097220646,35.93153202473275,34.833026437105524,35.06329311280185,35.65150018705528,34.833026437105445,35.06329311280174,35.65150018705522,34.71919653210948,34.950253760320386,35.70090126123855,34.71919653210957,34.950253760320464,35.700901261238585,37.07428784891477,36.64761648887208,36.83818652656121,36.88602840809689,37.03717491267671,36.1987347977464,35.90533184147435,35.951435679240916,36.19873479774628,35.905331841474165,35.95143567924087,36.471640506238074,36.20345532613016,35.95654557666084,36.47164050623818,36.2034553261304,35.95654557666088,0.08585533292316196,0.08690512233560976,0.0869002717548616,0.10976222243953432,0.0924071864659474,0.1029228874941559,0.08361140633398026,0.079096151005115,0.07273427713654085,0.0836114063339804,0.07909615100511536,0.07273427713654088,0.07762616956439661,0.07724631594457278,0.07519946493383177,0.07762616956439648,0.07724631594457254,0.07519946493383169,0.010883857442229857,285.20021009058786,90.60262336008422,6.9994557789079765,5.035392858285126,1.3322567804169387,6.755541088859988,7.263435278328142,10.336818716759232,4.2162034653451945,2.6901030753583526,2.4358524312928944,4.216203465345173,2.690103075358322,2.4358524312928775,7.933653218478888,4.41479084124394,2.7054123578352054,7.933653218479025,4.414790841243979,2.7054123578352263
